Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93	94	95	96	97	98	99	100
EPD-B-5-13-S_S30_L003_R2_001_val_2	0	0	0	0	0	0	0	0	0.00069772	0.00069772	0.000232573	0.001162866	0.004884039	0.007442345	0.010233224	0.01418697	0.016047557	0.021861889	0.027908794	0.033025406	0.040932898	0.050468403	0.065353093	0.081633223	0.095820193	0.118612375	0.13954397	0.158382406	0.192105532	0.219316607	0.232108137	0.26420325	0.29885667	0.321183705	0.348627352	0.359558297	0.359325724	0.359558297	0.346534193	0.340952434	0.344673607	0.328393477	0.292112045	0.274901622	0.270947876	0.269785009	0.28397198	0.317927679	0.365605202	0.42421367	0.500497707	0.608179137	0.779120501	0.994018215	1.26985013	1.594522434	1.980594085	2.478300913	3.096480701	3.837459183	4.65100053	5.370117124	6.049231113	6.59228973	6.875098844	6.898588745	6.777418064	6.415301461	5.71897705	4.914971207	4.0079354	3.161601221	2.422715898	1.770812983	1.241476189	0.830286623	0.524220182	0.314206506	0.194896412	0.124891853	0.070469705	0.038142019	0.021629315	0.012326384	0.009302931	0.007907492	0.006744625	0.004884039	0.004186319	0.003953746	0.004651466	0.004418892	0.003721173	0.004186319	0.002790879	0.001162866	0.000930293	0.000930293	0.008372638	0.031629967	0.058608468
EPD-B-5-13-S_S30_L004_R1_001_val_1	0	0	0	0	0	0	0	0	0.000239279	0.000717837	0.001196395	0.001914233	0.003589186	0.006699815	0.008374768	0.009810443	0.014356746	0.022252956	0.02919205	0.039241772	0.052641402	0.065083915	0.075612196	0.08494408	0.105282804	0.12227162	0.135431971	0.15696709	0.195491025	0.21798326	0.24454324	0.273496011	0.291681223	0.329965879	0.346954695	0.355329463	0.375907466	0.365618465	0.338579926	0.334512182	0.33499074	0.321830389	0.301013108	0.276128081	0.26320701	0.259617823	0.263924847	0.301491666	0.352936672	0.405338795	0.47329406	0.596044238	0.772632214	0.985351334	1.263393648	1.600059341	1.993673461	2.511951991	3.187197611	3.87608214	4.559941807	5.331377625	6.063093113	6.651719699	6.964457482	6.923780036	6.713453707	6.331324984	5.709677882	4.929867296	4.087365585	3.214475428	2.425332957	1.796028924	1.244012041	0.807088404	0.525456903	0.327333809	0.184005628	0.110068386	0.063408961	0.033738353	0.016270979	0.008374768	0.007178373	0.004546303	0.002392791	0.001914233	0.001914233	0.003349907	0.003589186	0.002153512	0.001196395	0.000717837	0.000478558	0	0.000239279	0.000239279	0	0.000239279	0.002153512
EPD-B-5-13-S_S30_L004_R2_001_val_2	0	0	0	0	0	0	0	0.000239101	0.000478202	0.002151911	0.003108315	0.002151911	0.00406472	0.007412136	0.006933934	0.011237755	0.017932588	0.026301129	0.032995962	0.036582479	0.046146526	0.051406752	0.06527462	0.074599565	0.085120017	0.112616651	0.138439578	0.163066999	0.188650824	0.22045128	0.26133758	0.285486798	0.306766802	0.325655795	0.328285908	0.355782542	0.370606815	0.363194679	0.367020297	0.36152097	0.332589729	0.315613546	0.304136689	0.286204102	0.274249043	0.274488144	0.28787781	0.304614892	0.358173554	0.430382108	0.497091334	0.626205967	0.801706226	1.004464019	1.242130583	1.590261888	2.018731186	2.512953306	3.108315221	3.826336038	4.628759567	5.367343084	6.060975581	6.605408947	6.906437321	6.931542944	6.719699306	6.271862813	5.625572348	4.907312431	4.069501928	3.176698156	2.382882269	1.724397644	1.22108968	0.82489904	0.517893136	0.325894896	0.212082739	0.13270115	0.068861137	0.036104277	0.019845397	0.011955059	0.009564047	0.007412136	0.006455732	0.005499327	0.004542922	0.004542922	0.004542922	0.005021125	0.004782023	0.004303821	0.00406472	0.003347416	0.003108315	0.003347416	0.016019778	0.049254841	0.094923165
EPD-B-5-8-P_S7_L001_R1_001_val_1	0	0	0	4.03E-05	0.000161253	0.00012094	0.000282192	0.000645011	0.001048142	0.002176911	0.003749125	0.005361651	0.008667331	0.012255203	0.018584371	0.027937026	0.037128428	0.050351148	0.068935519	0.087358637	0.10864399	0.134202539	0.164800234	0.199671125	0.235106401	0.283038758	0.338227486	0.392247133	0.459247619	0.52604654	0.592281076	0.651944566	0.706770476	0.754541581	0.787920885	0.820332672	0.81343912	0.774012841	0.738537253	0.700481621	0.639205605	0.562852463	0.491457841	0.432278109	0.390392727	0.358222818	0.337501849	0.341976611	0.363665096	0.397649097	0.458683235	0.56599689	0.706125465	0.888865059	1.138040756	1.444864284	1.814495729	2.284426338	2.854817363	3.481767765	4.194706155	4.916271564	5.554106521	6.066365957	6.375084204	6.427854142	6.283855503	5.902009168	5.281670126	4.582357587	3.79580735	2.997929113	2.293778993	1.669569887	1.1565445	0.771634364	0.496134169	0.313112382	0.192455068	0.112917186	0.061477582	0.035717468	0.020277524	0.009957353	0.006409794	0.004918207	0.003023488	0.002338164	0.002378477	0.001935032	0.001693153	0.001169082	0.000645011	0.000403132	0.000362819	0.00076595	0.000846577	0.000524071	0.000403132	0.000322505	0.000685324
EPD-B-5-8-P_S7_L001_R2_001_val_2	0	8.06E-05	0.000120854	0.000161139	0.000362563	0.000402848	0.000604272	0.000805696	0.001369683	0.003021359	0.004471611	0.006083002	0.008661228	0.013857965	0.021592643	0.029125897	0.039156807	0.052773063	0.07001495	0.089633638	0.111508274	0.139224204	0.170767187	0.203760423	0.238526189	0.28159062	0.335652797	0.391568073	0.460938466	0.533249648	0.59275027	0.645201055	0.700914908	0.747806393	0.780598205	0.822494377	0.824186338	0.780759344	0.749699778	0.710905533	0.644798207	0.575186106	0.507467388	0.445992812	0.398819334	0.367759767	0.35067902	0.356882876	0.375051313	0.41420812	0.482974242	0.581953949	0.725126061	0.912530863	1.153232431	1.468984546	1.852213669	2.311782453	2.870089235	3.499136093	4.204119763	4.897662556	5.508581263	6.007870841	6.311537521	6.373656654	6.213323225	5.820949456	5.236336711	4.547265529	3.759939766	2.978777574	2.285073643	1.660578965	1.145256044	0.76951989	0.501384387	0.31857205	0.19691201	0.11509362	0.066107326	0.036498012	0.020545238	0.013575971	0.009829487	0.006848413	0.004793889	0.00463275	0.004350756	0.003585346	0.003263067	0.003101928	0.002658796	0.002497656	0.002014239	0.001611391	0.002014239	0.002135093	0.008983506	0.032026401	0.057244674
EPD-B-5-8-P_S7_L002_R1_001_val_1	0	0	0	0	8.21E-05	0.000246333	0.000287389	0.000410555	0.001477998	0.00328444	0.004023439	0.00611727	0.009935432	0.015108426	0.023689026	0.031735905	0.039782784	0.051729935	0.06921958	0.085600726	0.105923201	0.136057941	0.167834901	0.199488695	0.235740705	0.277576264	0.332467473	0.39413284	0.461628089	0.530149725	0.596166976	0.651550851	0.705046173	0.757104552	0.785925516	0.809573487	0.81310426	0.779561913	0.732142806	0.692442133	0.636113982	0.562583574	0.498619098	0.440689782	0.39614456	0.363012768	0.343716681	0.343388237	0.357716608	0.40226183	0.469510746	0.57046623	0.709603334	0.882282785	1.117038157	1.423353274	1.81350373	2.287037915	2.836442672	3.483723751	4.197555802	4.904367361	5.555918213	6.069481514	6.365081144	6.415086748	6.264248826	5.902016113	5.323338781	4.616691444	3.816109112	3.007808346	2.273859098	1.655809539	1.158339995	0.770940257	0.497880099	0.314690439	0.194397812	0.110644584	0.059571537	0.031818016	0.015724258	0.008375323	0.006322548	0.004680327	0.003202329	0.002709663	0.002175942	0.001806442	0.001765387	0.001149554	0.000738999	0.000574777	0.000287389	0.000164222	0.000205278	0.000164222	8.21E-05	8.21E-05	0.000574777
EPD-B-5-8-P_S7_L002_R2_001_val_2	0	0	0	0	0.00012312	0.00032832	0.00053352	0.000615601	0.001395361	0.003201123	0.004924804	0.006976806	0.009316088	0.014856493	0.023064501	0.030656907	0.040875876	0.052408127	0.068536861	0.088687519	0.110684979	0.135185881	0.162518545	0.194529774	0.236431651	0.286418415	0.334312138	0.394271632	0.468472018	0.537173039	0.586872523	0.648884019	0.714342877	0.750252909	0.780499416	0.808447681	0.810089283	0.779596535	0.732441533	0.686805013	0.646462657	0.587488124	0.517596942	0.458991769	0.413683569	0.380605299	0.360947122	0.366774807	0.39193235	0.429073583	0.489320356	0.593521009	0.730471612	0.90796977	1.153922709	1.467386509	1.846760607	2.302263974	2.850148462	3.474080139	4.183416132	4.885446998	5.499980506	6.021476251	6.318154676	6.34491278	6.219453388	5.848164177	5.248199881	4.55170942	3.750607906	2.961449042	2.263440099	1.64841411	1.145427422	0.772824929	0.497487324	0.310180597	0.189604969	0.111505779	0.062462936	0.034309471	0.019904418	0.012927612	0.010588329	0.007838647	0.005909765	0.005868725	0.005540405	0.004432324	0.004391284	0.004514404	0.004268164	0.003406323	0.003242163	0.004268164	0.004432324	0.004883764	0.014405053	0.040383396	0.096033686
EPD-B-5-8-P_S7_L003_R1_001_val_1	0	0	0	0	3.91E-05	0.00011731	0.000273724	0.000273724	0.000938483	0.002776345	0.003949449	0.00543538	0.009775863	0.014507381	0.020333795	0.027802554	0.039220762	0.054001867	0.07046442	0.09028987	0.1166847	0.13979484	0.162357531	0.197276914	0.236458572	0.286432784	0.339457064	0.395101276	0.472252386	0.53845453	0.596053914	0.660027161	0.71133089	0.749339445	0.784493448	0.819021796	0.817809589	0.779136275	0.741440548	0.695611302	0.633123986	0.566843636	0.506428803	0.450901902	0.395531414	0.353964445	0.333435133	0.33930065	0.360220997	0.399011621	0.464627213	0.571614257	0.713794407	0.888234905	1.118358719	1.433571643	1.818545125	2.273200958	2.822369833	3.466951131	4.189191884	4.889886635	5.542914279	6.057124668	6.346294694	6.406240285	6.271763515	5.913732311	5.316153362	4.604275024	3.801520264	2.998022538	2.281138958	1.663421732	1.165243757	0.785158207	0.510964803	0.316425131	0.189104292	0.10999801	0.060532143	0.03421552	0.019121588	0.010792553	0.007390552	0.005005242	0.003480207	0.002189793	0.001525035	0.001094897	0.001094897	0.001055793	0.000742966	0.000430138	0.000234621	0.000351931	0.000586552	0.000625655	0.000430138	0.000430138	0.001329517
EPD-B-5-8-P_S7_L003_R2_001_val_2	0	0	3.91E-05	3.91E-05	0.000156316	0.000429868	0.00035171	0.000390789	0.001445921	0.002696447	0.004337762	0.007503157	0.010160525	0.014302892	0.020399207	0.028488548	0.041189203	0.054905912	0.071983409	0.090702221	0.11141406	0.137870503	0.170501418	0.203093254	0.236896538	0.283517714	0.333695074	0.395869669	0.466407156	0.528933461	0.596032003	0.659418044	0.712760798	0.756724606	0.790293416	0.820931306	0.817140649	0.776733024	0.735621978	0.697520011	0.647889757	0.582354373	0.510410044	0.453940974	0.412321903	0.367068489	0.34897494	0.357845859	0.381644934	0.4279144	0.492785441	0.595484897	0.733746189	0.908741685	1.143840592	1.456237644	1.839992841	2.306439076	2.852528193	3.471694928	4.190512962	4.894676393	5.507864051	6.005925149	6.316602727	6.346693511	6.202570378	5.856799912	5.270342249	4.566804081	3.765060535	2.973555672	2.260794873	1.657103399	1.156580327	0.769698815	0.495911757	0.309466131	0.189337467	0.114227743	0.063542357	0.034467626	0.019422233	0.010277761	0.007229604	0.006487104	0.006018157	0.00406421	0.00332171	0.003478026	0.002501052	0.002305657	0.002461973	0.00183671	0.001602237	0.001875789	0.001914868	0.001875789	0.009144472	0.033021705	0.059868937
EPD-B-5-8-P_S7_L004_R1_001_val_1	0	0	0	0	4.01E-05	0.000200703	0.000240844	8.03E-05	0.000802812	0.00260914	0.004094343	0.005980952	0.009232343	0.013206264	0.01938792	0.027656888	0.039538511	0.052142666	0.067155258	0.084937553	0.106573348	0.131580954	0.164054716	0.200823525	0.23735149	0.284075172	0.336819948	0.396589332	0.460212215	0.529575208	0.594241748	0.647909757	0.708401673	0.754643668	0.786997008	0.810318708	0.812727146	0.789686429	0.750107778	0.693589784	0.633900681	0.570358078	0.494612727	0.436208124	0.392254145	0.359178273	0.339268525	0.338505854	0.356689555	0.396950597	0.461215731	0.560804611	0.703905923	0.888231653	1.124981034	1.435910281	1.821420801	2.296966734	2.842839034	3.472203824	4.185542794	4.896031779	5.52676135	6.043852825	6.387175553	6.442890735	6.291279611	5.907615559	5.303017531	4.596703171	3.793248508	3.014199343	2.297488562	1.666598428	1.16612517	0.774031587	0.495816946	0.310969388	0.189945417	0.111711347	0.060331353	0.032594184	0.017982998	0.010316139	0.00710489	0.004054203	0.002488718	0.001846469	0.001806328	0.001645765	0.001565484	0.001404922	0.001164078	0.000682391	0.000321125	0.000280984	0.000120422	0	0.000160562	0.000481687	0.002649281
EPD-B-5-8-P_S7_L004_R2_001_val_2	0	0	0	8.02E-05	0.000441332	0.000561695	0.000401211	0.000641937	0.001444359	0.00333005	0.004975015	0.006058284	0.009669182	0.015085528	0.021865992	0.030572267	0.039599511	0.053481407	0.070853837	0.089108931	0.108808384	0.136211085	0.1678265	0.201407849	0.24285293	0.288029272	0.331239681	0.384640846	0.462836842	0.528515058	0.582638403	0.641375672	0.703804081	0.746252189	0.780876686	0.825691938	0.827537508	0.790184778	0.747215095	0.696983496	0.637483926	0.573932127	0.509979117	0.448433372	0.398803589	0.375774086	0.361651464	0.359484926	0.374530333	0.416336504	0.482576416	0.587693659	0.732771504	0.914961353	1.15584835	1.461490779	1.841678185	2.303752726	2.857784795	3.466943235	4.180496739	4.880368954	5.501563719	6.029717688	6.309321532	6.371910426	6.233211833	5.829593714	5.253856138	4.566822671	3.738282135	2.964587124	2.281325039	1.645205229	1.148024739	0.777666999	0.511664203	0.318962629	0.190013461	0.115027152	0.064715311	0.036831156	0.021785749	0.013962138	0.011113541	0.00922785	0.007663127	0.006860706	0.005737315	0.00517562	0.004533683	0.004092351	0.003771382	0.003891745	0.003530656	0.00369114	0.003931866	0.003931866	0.011635115	0.035948493	0.085337549
EPD-B-5-8-S_S25_L001_R1_001_val_1	0	6.58E-05	0.000131596	0.000197393	0.000131596	6.58E-05	0.000263191	0.000263191	0.000328989	0.00092117	0.00151335	0.002631913	0.003421487	0.004342657	0.00756675	0.012501587	0.016712648	0.020397327	0.025332164	0.031714553	0.039347101	0.052506667	0.065534637	0.075601705	0.090472014	0.111264128	0.131135072	0.151071814	0.177522541	0.204894437	0.230489792	0.261612165	0.289444647	0.308657612	0.317869308	0.327738983	0.341688122	0.33477935	0.328923344	0.327409994	0.317803511	0.306683678	0.291418581	0.277666835	0.268849926	0.275298114	0.300367086	0.33780605	0.375837195	0.430317797	0.500787271	0.617907405	0.784836496	0.977426739	1.239236298	1.588425372	2.023217422	2.511305712	3.091642557	3.798179637	4.545445573	5.305871074	6.020567085	6.559780288	6.876004651	6.937394024	6.787506572	6.373901423	5.710593516	4.972012894	4.146710734	3.289562425	2.501238644	1.821020695	1.26733197	0.842541191	0.553096544	0.360572099	0.21693544	0.11968625	0.068627135	0.039412899	0.023358229	0.012369992	0.008158931	0.005790209	0.004013668	0.002829307	0.002368722	0.002631913	0.002368722	0.001842339	0.001447552	0.000986967	0.000789574	0.000657978	0.000394787	0.000526383	0.000328989	0.000394787	0.001447552
EPD-B-5-8-S_S25_L001_R2_001_val_2	0	6.58E-05	0.000131503	0.000131503	0.000263006	0.000263006	6.58E-05	0.000197254	0.000657515	0.001249278	0.001841041	0.002301301	0.003221821	0.005588873	0.007429914	0.011177747	0.01630636	0.020185695	0.026695089	0.033730494	0.04214668	0.051746391	0.061083097	0.077783966	0.095799863	0.111185702	0.13058238	0.153266631	0.180816488	0.211916924	0.239203776	0.261427766	0.287136584	0.309755082	0.327113465	0.344734854	0.345655374	0.337567946	0.333096847	0.323102627	0.317316499	0.304626469	0.294500746	0.288714618	0.281284704	0.293448723	0.314883696	0.344406097	0.38944584	0.451186452	0.530285447	0.654029676	0.818408302	1.013755861	1.267030448	1.605190156	2.016268224	2.516505258	3.117802271	3.786954781	4.532576227	5.267348685	5.928545269	6.488550371	6.814151553	6.866752713	6.720718742	6.316413074	5.693155077	4.974951985	4.112029951	3.257458351	2.494084013	1.808953901	1.272093309	0.860423479	0.56625149	0.363671272	0.225987735	0.135382236	0.078638735	0.044382229	0.02538006	0.015780348	0.010717486	0.008218931	0.006377891	0.004602602	0.003484827	0.003879336	0.004010838	0.003024567	0.002367052	0.002235549	0.002169798	0.002169798	0.002169798	0.002235549	0.010783238	0.038004338	0.067197982
EPD-B-5-8-S_S25_L002_R1_001_val_1	0	0	0	0	0.000134686	0.000134686	6.73E-05	6.73E-05	0.000202028	0.001010142	0.002154969	0.003097768	0.004646652	0.006262879	0.007811763	0.012458416	0.017172411	0.021549692	0.026600401	0.032189853	0.041617843	0.052931432	0.06377362	0.077376864	0.09178822	0.106334263	0.122092475	0.145056366	0.175764677	0.205126133	0.235161017	0.261424704	0.280145999	0.297453096	0.31711719	0.329710291	0.337252684	0.33981171	0.328161407	0.319608873	0.313278651	0.302301777	0.279607257	0.263175617	0.264657158	0.271997522	0.292469729	0.329306235	0.376311501	0.431195873	0.501973144	0.62433499	0.793365389	0.991891928	1.241598987	1.573396905	2.010586286	2.527240158	3.116826269	3.80399208	4.58240737	5.318598731	6.007717484	6.569827737	6.883308417	6.935499077	6.794954678	6.394130403	5.7120153	4.970234488	4.143130362	3.263229491	2.479292093	1.816908427	1.263822107	0.855926839	0.562446968	0.347152073	0.214823495	0.12970221	0.070575242	0.041819872	0.024243404	0.012391073	0.008013792	0.006195537	0.004781338	0.003097768	0.002491683	0.002154969	0.001481541	0.001144827	0.00121217	0.000808113	0.000336714	0.000134686	6.73E-05	6.73E-05	0	6.73E-05	0.001010142
EPD-B-5-8-S_S25_L002_R2_001_val_2	0	0	0	0	6.73E-05	0.000201958	0.000201958	0.000201958	0.000336597	0.001009792	0.001817626	0.002086904	0.003635252	0.005924115	0.008616894	0.012858022	0.016627913	0.020667082	0.025110168	0.032044075	0.041468803	0.054663423	0.065030624	0.076542256	0.09438192	0.10737458	0.123733216	0.148170189	0.176511693	0.205324433	0.229088211	0.255746728	0.278231436	0.298359963	0.324816521	0.349657411	0.350195967	0.338482376	0.334510527	0.323672089	0.31963292	0.316334265	0.298494602	0.282337925	0.278635353	0.284424829	0.304486036	0.339694127	0.387692921	0.451646433	0.535122596	0.658519214	0.816316089	1.012283113	1.2734154	1.588807193	2.018305515	2.524346092	3.080808965	3.768746794	4.549046958	5.310093749	5.975075633	6.520094193	6.846324423	6.880320764	6.721110179	6.324935003	5.697921309	4.943606466	4.080570654	3.241365939	2.477693688	1.800594296	1.261769129	0.856505822	0.570061409	0.362650072	0.212864215	0.125618161	0.07203185	0.042411276	0.026321919	0.016627913	0.011713591	0.009290089	0.00787638	0.006462671	0.005452878	0.004712364	0.004981642	0.004645045	0.004039169	0.003433294	0.003029377	0.003702572	0.004375767	0.005318239	0.015214204	0.04328643	0.099430881
EPD-B-5-8-S_S25_L003_R1_001_val_1	0	0	0	0	0	0	0	0	0.00012857	0.000514281	0.001478558	0.002185694	0.002828545	0.005721375	0.008228495	0.010607044	0.01632842	0.020571238	0.025071196	0.034585393	0.044035305	0.055413771	0.066727952	0.080356397	0.094306267	0.10690615	0.126898822	0.148820047	0.175948366	0.208669491	0.23303355	0.255790482	0.282597376	0.303490039	0.315125645	0.33126121	0.337239726	0.330168363	0.332354057	0.327211247	0.316475633	0.310497117	0.293718701	0.274561736	0.266654667	0.272890323	0.295454399	0.322775574	0.363018058	0.43566024	0.510295262	0.619772816	0.792764067	0.990119377	1.250988384	1.592535212	2.002931401	2.497219669	3.104456887	3.794557622	4.543607809	5.325700547	5.999858573	6.556310549	6.906793008	6.943435525	6.783494153	6.358440957	5.718675469	4.989875094	4.14979718	3.272369614	2.473884171	1.813933156	1.275866724	0.858784883	0.557801963	0.349903894	0.216062279	0.127027392	0.071292195	0.042813888	0.022949787	0.012857023	0.008357065	0.005978516	0.004435673	0.003214256	0.002442834	0.001735698	0.001799983	0.001607128	0.001092847	0.000707136	0.000385711	0.000449996	0.000514281	0.000578566	0.000578566	0.000578566	0.002057124
EPD-B-5-8-S_S25_L003_R2_001_val_2	0	0	6.42E-05	6.42E-05	6.42E-05	6.42E-05	0	0.000128481	0.000642407	0.00096361	0.001477536	0.002055702	0.003340515	0.005845902	0.008544011	0.010920916	0.016381374	0.022227276	0.026659883	0.035717819	0.046702975	0.054026413	0.062955868	0.075161597	0.090707842	0.108309789	0.12629718	0.149616547	0.17158686	0.195420153	0.232358545	0.264928571	0.288504901	0.303729942	0.319276187	0.335593321	0.33739206	0.342274351	0.340604094	0.333473378	0.330711029	0.319147706	0.300903352	0.286449199	0.286834643	0.293644155	0.309511604	0.341888907	0.389748215	0.450648381	0.530756511	0.656732488	0.812773103	1.004595778	1.284428187	1.617901565	2.005337116	2.507313802	3.122803772	3.816089207	4.536676932	5.291954626	5.96628906	6.507516802	6.842082272	6.854480723	6.708782858	6.336251145	5.682281007	4.929444459	4.108255827	3.260664274	2.470825094	1.797903955	1.258089508	0.852345363	0.566924015	0.360133261	0.221052185	0.132849729	0.075804004	0.043555182	0.026274439	0.014968079	0.010792435	0.007773122	0.00661679	0.006231346	0.005845902	0.005396217	0.004047163	0.00282659	0.002505387	0.002248424	0.001798739	0.001798739	0.002119942	0.001991461	0.00937914	0.035139653	0.065782458
EPD-B-5-8-S_S25_L004_R1_001_val_1	0	0	0	0	0	0	6.61E-05	6.61E-05	0.000660514	0.001188925	0.000990771	0.001585233	0.002972312	0.005416213	0.008586679	0.011625042	0.014729457	0.019881464	0.029062605	0.036262205	0.043924165	0.055020796	0.066117427	0.076223288	0.090688539	0.111032363	0.129923057	0.151059497	0.178272664	0.208259989	0.232170587	0.260110319	0.289106873	0.306610488	0.315329269	0.332568679	0.341155357	0.331842113	0.326359849	0.319160249	0.31103593	0.300864018	0.285407996	0.274971879	0.281510965	0.286200613	0.291682877	0.319622609	0.367245651	0.431777845	0.505491181	0.625374429	0.786803992	0.978683239	1.242756641	1.582458868	2.012849635	2.525210159	3.121588034	3.806672906	4.567981067	5.343886582	6.042511987	6.609893307	6.910691274	6.93737603	6.756329208	6.325277928	5.724474611	4.989124641	4.105687486	3.230704907	2.460677965	1.804589646	1.27294212	0.858205529	0.553048172	0.345977108	0.214997229	0.126884693	0.070674972	0.039300569	0.021929057	0.013078172	0.010105861	0.007133549	0.003963083	0.002443901	0.001849439	0.001651284	0.00191549	0.001651284	0.000924719	0.000330257	0.000198154	0.000198154	0.000132103	0.000198154	0.000528411	0.000858668	0.003434672
EPD-B-5-8-S_S25_L004_R2_001_val_2	0	0	0	0	0	0	0.000132025	0.000330062	0.000594111	0.001122209	0.001980369	0.00257448	0.003366628	0.005875095	0.007459391	0.010693994	0.014984794	0.018483446	0.027593145	0.037098917	0.044096222	0.052083712	0.061523472	0.075055995	0.095453798	0.113475159	0.130704371	0.154732851	0.181995935	0.207080612	0.23619204	0.26563353	0.286823481	0.311710121	0.327223014	0.330787679	0.334682405	0.334616393	0.327619088	0.323460312	0.315736872	0.307683371	0.298705697	0.291246306	0.291048269	0.294018823	0.311182023	0.3448483	0.393565384	0.448685662	0.528758592	0.652135597	0.807132498	0.99704991	1.26182528	1.589906454	2.003407555	2.507807606	3.097825621	3.779534732	4.529104497	5.298808016	5.991805232	6.537727025	6.850295306	6.876832254	6.726786277	6.295527864	5.663063935	4.941021303	4.086954053	3.249257857	2.486287593	1.830323282	1.276347988	0.858556086	0.566451621	0.352901802	0.213549818	0.131958605	0.076178204	0.045284444	0.028715354	0.018417434	0.013004425	0.010165896	0.007459391	0.005280985	0.005082948	0.004884911	0.003894726	0.003762702	0.003366628	0.003630677	0.003498652	0.003300615	0.0042908	0.003960739	0.012542339	0.040003459	0.090370851
EPD-B-5-9-P_S8_L001_R1_001_val_1	0	0	0	4.06E-05	0.000284116	0.000649409	0.001055289	0.00186705	0.004829977	0.009213485	0.013353465	0.020415784	0.030684558	0.04493096	0.065509096	0.090389564	0.124483517	0.168237424	0.223112453	0.286713911	0.356241223	0.441760222	0.5341386	0.637313396	0.761025741	0.909618554	1.079114207	1.255672179	1.473670539	1.686027162	1.868064519	2.058057132	2.225604559	2.350047488	2.43240062	2.496002078	2.478143341	2.364253302	2.211966978	2.03553077	1.817857114	1.560447767	1.306244876	1.08857122	0.908806793	0.735698804	0.596644181	0.505929913	0.444601385	0.413835651	0.417569751	0.464205408	0.556786726	0.666699137	0.820974275	1.037511466	1.297843152	1.608666358	1.981995146	2.409671318	2.875540836	3.34230329	3.742176655	4.075972692	4.279481123	4.283905219	4.180689834	3.932169268	3.537450584	3.060013475	2.509396131	1.997580953	1.526759694	1.10265527	0.77697684	0.524113354	0.338382485	0.213696028	0.130531135	0.076305514	0.042779794	0.025326937	0.012744644	0.007387023	0.005560561	0.003165867	0.002029402	0.001826462	0.001582934	0.001177053	0.001055289	0.000852349	0.000527645	0.000324704	0.000243528	0.001501757	0.001704698	0.000649409	0.000446468	0.000568233	0.001461169
EPD-B-5-9-P_S8_L001_R2_001_val_2	0	4.06E-05	0.000121671	0.000243341	0.000892251	0.001216706	0.001622275	0.00259564	0.005596849	0.010707016	0.016019967	0.023239091	0.03313497	0.048708811	0.071339549	0.100459388	0.133675471	0.168797728	0.226753507	0.290590034	0.349316394	0.434283054	0.536405274	0.637391901	0.765186625	0.913624799	1.06952544	1.250206333	1.463129945	1.676864694	1.866224759	2.048081802	2.215987278	2.341510817	2.423435711	2.499074289	2.488813399	2.365439375	2.216717302	2.03445469	1.814514739	1.569875649	1.320491403	1.102052056	0.90867686	0.745273197	0.612489977	0.517465211	0.461293935	0.435013078	0.437608718	0.486236415	0.572257554	0.676488731	0.831862133	1.035133207	1.297211755	1.617854436	1.983109682	2.413864288	2.892841021	3.342251791	3.734071793	4.061974155	4.241560012	4.240911102	4.136071572	3.888877398	3.500748072	3.031139977	2.493396326	1.976377241	1.512731007	1.106391642	0.770175121	0.51462623	0.331714708	0.207772888	0.131647627	0.080343176	0.044206997	0.024455798	0.014600476	0.009165855	0.006732442	0.004704598	0.003203993	0.002838981	0.002514526	0.002230628	0.002352299	0.002271185	0.002068401	0.001865616	0.001784503	0.001257263	0.001176149	0.001541161	0.009976992	0.034797802	0.060429749
EPD-B-5-9-P_S8_L002_R1_001_val_1	8.29E-05	4.14E-05	0	8.29E-05	0.000538756	0.000870299	0.000828856	0.001160399	0.002776668	0.006672292	0.012225628	0.018566377	0.027435138	0.043349176	0.064360678	0.090842632	0.125944689	0.16908665	0.226857922	0.288897804	0.355123408	0.437760364	0.538507827	0.646342009	0.757615945	0.904199151	1.079377894	1.266450722	1.473084555	1.68004993	1.888092819	2.069405097	2.223240794	2.343632147	2.432734181	2.492701922	2.462200016	2.343466376	2.207160985	2.030200202	1.803383722	1.571842763	1.325009408	1.10088671	0.899474671	0.729683493	0.608380399	0.507508608	0.435522453	0.41214871	0.417702046	0.462377391	0.552556938	0.667933711	0.816630501	1.028113142	1.299231982	1.6110891	1.977526395	2.384619083	2.853502995	3.348744532	3.769803445	4.0872139	4.268526178	4.298903755	4.19811485	3.946391243	3.550363785	3.060717027	2.52486154	2.004174119	1.526421447	1.111910497	0.773861525	0.512606073	0.331542452	0.208042888	0.124452748	0.073063668	0.041815792	0.023746728	0.012349956	0.006133535	0.004227166	0.003149653	0.002320797	0.001906369	0.001699155	0.001201841	0.000870299	0.000704528	0.000372985	0.000207214	0.000124328	0.000165771	0.000248657	0.000124328	0.000207214	0.000331542	0.001284727
