Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93	94	95	96	97	98	99	100
EPD-A-5-12-S_S23_L003_R1_001_val_1	0	0	0	0	0	0	0.00012307	0.00012307	0.000246141	0.000615351	0.001107632	0.002215265	0.003199827	0.003815178	0.005292021	0.008491848	0.012799307	0.017968258	0.022767998	0.028306159	0.035813445	0.043689942	0.050089595	0.058335302	0.07150382	0.085164619	0.101040682	0.11433227	0.131808247	0.161591249	0.178451875	0.199250748	0.228295329	0.246140517	0.260170526	0.271000709	0.272969833	0.268908514	0.26693939	0.265954828	0.26201658	0.24761736	0.239863934	0.239617793	0.234941123	0.240110074	0.265585618	0.303245117	0.354073133	0.418069668	0.498680687	0.630981215	0.800572031	1.000930411	1.274515595	1.634988382	2.063272881	2.560107514	3.156875197	3.88729718	4.671747007	5.437120944	6.141205892	6.693299071	6.995928836	7.081462665	6.919748346	6.418237043	5.798701363	5.025574	4.093809074	3.229117439	2.466451048	1.825501142	1.272177261	0.838108459	0.547539579	0.341889178	0.204050488	0.110024811	0.055258546	0.034459672	0.020921944	0.011322464	0.008245707	0.005045881	0.002584475	0.002707546	0.003076756	0.002338335	0.001353773	0.001722984	0.001230703	0.000738422	0.000492281	0.000369211	0.000615351	0.000369211	0.000615351	0.000984562	0.001969124
EPD-A-5-12-S_S23_L003_R2_001_val_2	0	0	0	0	0	0	0.000122992	0.000122992	0.000245983	0.000737949	0.001106924	0.001475899	0.00319778	0.005411628	0.006764535	0.009593341	0.01193018	0.014635994	0.02226147	0.029640963	0.037635414	0.042678067	0.047228754	0.059527909	0.06912125	0.079821515	0.09691734	0.117087954	0.135905661	0.155584308	0.18276544	0.206133834	0.229010262	0.250779766	0.258897209	0.271073372	0.27968278	0.272918245	0.27328722	0.276485	0.263570887	0.255207462	0.255207462	0.25102575	0.248196944	0.261480031	0.288661163	0.310430667	0.360611219	0.43932581	0.528248699	0.652224179	0.80805447	1.029193274	1.29264117	1.629761003	2.07449844	2.583191483	3.189908789	3.889853689	4.681919259	5.434258558	6.102717621	6.655933604	6.976818553	7.037453386	6.822341169	6.367026458	5.751084785	4.971072388	4.066838527	3.228036169	2.473360031	1.793708736	1.2354501	0.827241152	0.544114608	0.336504875	0.200599215	0.116841971	0.068014326	0.038865329	0.021892496	0.01426702	0.009962315	0.007502484	0.006764535	0.006272569	0.00553462	0.004673679	0.003443763	0.003320772	0.003074789	0.00319778	0.003443763	0.002582823	0.001844873	0.001844873	0.010577273	0.035175583	0.063340647
EPD-A-5-12-S_S23_L004_R1_001_val_1	0	0	0	0	0	0.000127584	0.000127584	0	0.000127584	0.000510336	0.000893088	0.001531009	0.001913761	0.003317185	0.006379203	0.008292964	0.011099813	0.015182503	0.021178953	0.028068492	0.030237421	0.038147633	0.051926711	0.06073001	0.076805601	0.088798503	0.102067244	0.119035924	0.138683868	0.168028201	0.189462323	0.204644825	0.228375459	0.251850926	0.262312818	0.27621948	0.282726267	0.281450427	0.27086095	0.269202357	0.269457525	0.255550863	0.252106094	0.249554413	0.244706219	0.250702669	0.268564437	0.300332867	0.354811259	0.415158517	0.497195065	0.620568846	0.787448791	0.995410802	1.257340868	1.602583322	2.010469548	2.521316106	3.139460855	3.873834679	4.679017654	5.453580455	6.13513448	6.71742811	7.032688311	7.036260664	6.914035139	6.456263548	5.73056544	5.021325675	4.173912378	3.266534575	2.491206269	1.811438421	1.252237505	0.826999848	0.530366919	0.330442704	0.200817303	0.118525588	0.067619549	0.03712696	0.01824452	0.010589477	0.006889539	0.004848194	0.00408269	0.003699938	0.002679265	0.001786177	0.001020672	0.000255168	0	0.000255168	0.000255168	0.000255168	0.000382752	0.000127584	0.000255168	0.000893088	0.003062017
EPD-A-5-12-S_S23_L004_R2_001_val_2	0	0	0	0	0.000127524	0.000127524	0	0	0.000255049	0.000765146	0.001275243	0.001657816	0.002422963	0.004335828	0.006248693	0.007778985	0.011987288	0.016068067	0.01849103	0.025377345	0.036089389	0.043358277	0.049479446	0.061211685	0.078172423	0.097046026	0.104952535	0.115537056	0.143974985	0.164761453	0.179554277	0.212838131	0.24127606	0.249947715	0.260404711	0.272136951	0.27532506	0.275452584	0.27532506	0.272009427	0.27532506	0.272264475	0.265505685	0.2577267	0.254538591	0.264868063	0.281318704	0.317408093	0.374666524	0.440086513	0.519024082	0.641447452	0.796899628	1.013053392	1.302151081	1.629761121	2.061431027	2.591677251	3.19780046	3.883116287	4.642906331	5.391091659	6.069903745	6.65919374	6.966654934	6.980300039	6.832754373	6.410011171	5.782463872	4.993725802	4.067644013	3.219479599	2.443749012	1.761366245	1.22257589	0.822532021	0.542998658	0.342657913	0.203783902	0.123698614	0.073326498	0.04374085	0.02435715	0.01262491	0.011349667	0.010074423	0.006886315	0.004973449	0.005100974	0.005993644	0.005356022	0.004335828	0.00382573	0.003698206	0.003188109	0.003570682	0.004590876	0.004335828	0.014792824	0.039149974	0.089394565
EPD-A-5-13-P_S6_L001_R1_001_val_1	0	0	0	0	0.00025136	0.000754081	0.001508163	0.001256802	0.003267686	0.009551699	0.013322106	0.020862921	0.030163259	0.041474481	0.059321075	0.085713927	0.113614941	0.141013234	0.186760843	0.237032941	0.282529189	0.353161487	0.426558749	0.513026757	0.623625372	0.71512059	0.851357975	1.030326643	1.192956879	1.35282215	1.499113954	1.64113263	1.767566956	1.855543127	1.924918622	1.998315885	1.992283233	1.888722712	1.777118655	1.656716981	1.523998643	1.334221474	1.113024244	0.940590949	0.799326354	0.655045433	0.557768924	0.515037641	0.466525067	0.456219287	0.482360778	0.541933214	0.633931152	0.754835547	0.940842309	1.197481368	1.49157314	1.824625787	2.26827705	2.780549725	3.291314238	3.81188181	4.291477623	4.646901354	4.822853696	4.848241105	4.697424812	4.35708271	3.888044038	3.416491762	2.846154813	2.244146443	1.715283975	1.208541229	0.851357975	0.577877763	0.373521686	0.229743487	0.131210175	0.076664949	0.041474481	0.021617002	0.010557141	0.004775849	0.00527857	0.004524489	0.002262244	0.000754081	0.001256802	0.002262244	0.001508163	0.000754081	0.000754081	0.000754081	0.001005442	0.001508163	0.002010884	0.001256802	0.00025136	0.000502721	0.001759523
EPD-A-5-13-P_S6_L001_R2_001_val_2	0	0	0.000251184	0.001004735	0.001004735	0.000502367	0.002260653	0.004521307	0.006028409	0.012308001	0.021601798	0.031649147	0.038431107	0.050739108	0.077615764	0.100724665	0.127852505	0.169046632	0.216269168	0.258216847	0.31272371	0.385818168	0.447106992	0.51141002	0.604850357	0.713864084	0.874370471	1.030355551	1.178051568	1.340567424	1.481481481	1.619632518	1.749243309	1.869309119	1.966517212	2.005199503	1.970787335	1.88362659	1.791190988	1.668864524	1.515893649	1.32675232	1.099431069	0.931137988	0.806299687	0.69527649	0.588523417	0.522210919	0.502869774	0.488803486	0.499102018	0.552855331	0.668902202	0.808560341	0.973085666	1.214724389	1.49429185	1.807517928	2.273212514	2.797684086	3.273677204	3.793125102	4.210341233	4.517287718	4.713211007	4.730040315	4.6408701	4.36205619	3.937806915	3.441970285	2.80471723	2.176757972	1.651281665	1.202416387	0.834934629	0.547329289	0.359946247	0.238373334	0.145686548	0.077866948	0.041947678	0.021852982	0.012559185	0.007786695	0.005526041	0.003265388	0.003014204	0.002763021	0.00200947	0.003516572	0.004521307	0.002763021	0.001758286	0.001507102	0.001004735	0.001507102	0.001758286	0.001507102	0.010047348	0.039687025	0.077866948
EPD-A-5-13-P_S6_L002_R1_001_val_1	0	0	0	0	0	0	0.000254365	0.00101746	0.003815474	0.007630947	0.011192056	0.016024989	0.020857922	0.040698384	0.060538847	0.080888039	0.108868178	0.138628871	0.179581621	0.23248952	0.295063286	0.361452525	0.437507631	0.521193684	0.605134101	0.72392251	0.854411705	0.998127874	1.180253144	1.326512962	1.4748077	1.664563917	1.79759676	1.860424891	1.95428554	2.023727158	2.013552562	1.920455008	1.787422164	1.674229783	1.498972366	1.303874486	1.121749217	0.945728705	0.794635953	0.671268976	0.577917057	0.498809572	0.465233405	0.464470311	0.470575068	0.520939319	0.635912254	0.806845468	0.968112816	1.166517439	1.487017215	1.848469741	2.253673029	2.736711978	3.270623906	3.789782671	4.251963697	4.584164259	4.758149851	4.842853364	4.7367832	4.449096496	4.005484107	3.442320215	2.825739693	2.204580603	1.666598836	1.21739042	0.852376786	0.563418257	0.365522364	0.224858573	0.134813398	0.081396769	0.045531317	0.027217044	0.015261894	0.008648407	0.006359123	0.004069838	0.001780554	0.001271825	0.001526189	0.001526189	0.000763095	0.000254365	0.000763095	0.00050873	0	0.000254365	0.00050873	0.000254365	0	0	0.00101746
EPD-A-5-13-P_S6_L002_R2_001_val_2	0	0	0	0.000254276	0.000508553	0.001271381	0.001779934	0.002797039	0.006356907	0.010679604	0.016273683	0.027970392	0.037887167	0.054669403	0.069417428	0.091793741	0.121035515	0.148497354	0.195284192	0.245122345	0.299791748	0.355478256	0.437609498	0.54033712	0.611534481	0.721127563	0.857673931	1.006171286	1.177553506	1.356055463	1.530234722	1.646184711	1.766711674	1.863336664	1.948010669	2.026073491	2.020479413	1.937076789	1.816549827	1.682291945	1.514215316	1.3191854	1.12313838	0.941330831	0.792579201	0.673832173	0.586106852	0.536522975	0.500924294	0.489736137	0.522283503	0.587123957	0.680443356	0.783170978	0.934465371	1.173230809	1.474548215	1.851385679	2.271195836	2.746692501	3.250159558	3.748795366	4.204204204	4.544680159	4.753949546	4.761832112	4.637745281	4.386011753	3.923228902	3.356192772	2.759660592	2.178893542	1.642370567	1.192810084	0.841654525	0.563221986	0.367683518	0.23037432	0.138834855	0.082894071	0.048312495	0.028478945	0.017036512	0.011188157	0.009153946	0.005848355	0.004322697	0.005085526	0.00483125	0.003814144	0.002797039	0.001525658	0.001779934	0.00203421	0.001271381	0.002288487	0.003305592	0.002797039	0.012205262	0.039158549	0.093573675
EPD-A-5-13-P_S6_L003_R1_001_val_1	0	0	0	0	0.000486757	0.000486757	0.000730135	0.001216891	0.003894053	0.007788105	0.011925536	0.018253371	0.027988503	0.042834578	0.060357815	0.085425778	0.108790094	0.130694139	0.184967497	0.248002473	0.304222857	0.367744589	0.436133887	0.524966961	0.636434216	0.743520662	0.87153764	1.023649068	1.187686032	1.347828944	1.495802941	1.656675988	1.795401611	1.860626991	1.924148724	2.027584495	2.034885843	1.944105743	1.802459581	1.618465597	1.45199485	1.28601086	1.102260254	0.93116532	0.784408214	0.670263798	0.5592833	0.495518189	0.482132383	0.461688607	0.462905499	0.530564662	0.626212328	0.750578632	0.966455171	1.218595075	1.497993346	1.84943159	2.26950251	2.756745838	3.268326993	3.780638284	4.281024038	4.698417798	4.892390291	4.828868559	4.657773624	4.325075508	3.890401891	3.436744767	2.836817293	2.215229153	1.668114767	1.208859943	0.84452265	0.556606138	0.355332297	0.224638157	0.140916027	0.07666416	0.041617687	0.028231881	0.015089454	0.007544727	0.006571214	0.002920539	0.00146027	0.001216891	0.00146027	0.002190405	0.001703648	0.000973513	0.000730135	0.000243378	0.000243378	0.000486757	0.00146027	0.001216891	0.000730135	0.00146027	0.003650674
EPD-A-5-13-P_S6_L003_R2_001_val_2	0	0	0.000243059	0.000486118	0.000243059	0.000486118	0.002916706	0.005347295	0.007048707	0.01045153	0.017986355	0.027951767	0.03791718	0.056146594	0.074132948	0.09479295	0.1181266	0.149481191	0.204169431	0.256427084	0.304552735	0.363859094	0.44479769	0.526465463	0.621015354	0.73987113	0.879629967	1.01185398	1.173001996	1.371094956	1.491895203	1.637001334	1.796934056	1.890997829	1.934505363	1.990408898	2.025652431	1.939852658	1.792558996	1.647452865	1.485332614	1.307170479	1.125119403	0.94233915	0.800149724	0.688585713	0.590389939	0.515041697	0.481013458	0.486603812	0.51431252	0.56924382	0.667682653	0.793344077	0.974179859	1.225016589	1.518874735	1.877143475	2.313677164	2.752641442	3.246050901	3.734842243	4.181098286	4.564888205	4.748154576	4.736244692	4.599402561	4.356100656	3.923698967	3.372684561	2.798579564	2.17756421	1.628737334	1.20581494	0.84317114	0.550771347	0.350733916	0.225801669	0.138543543	0.082883067	0.042778357	0.022361414	0.012882119	0.010694589	0.009236236	0.005347295	0.004132	0.003645883	0.002916706	0.00218753	0.002916706	0.003402824	0.004375059	0.003645883	0.001701412	0.00218753	0.00218753	0.000972235	0.010208472	0.038646357	0.072188478
EPD-A-5-13-P_S6_L004_R1_001_val_1	0	0	0	0	0	0	0.000498067	0.000996135	0.003486472	0.006474877	0.010957485	0.014194924	0.019424632	0.03785313	0.064001674	0.084671475	0.106835478	0.141451169	0.186526278	0.226869745	0.289128183	0.377037096	0.445521377	0.501055903	0.593945491	0.722944974	0.879338168	1.034735227	1.195611029	1.37964697	1.521347173	1.666284815	1.820934773	1.940470973	1.992269992	2.01069849	2.020161772	1.922291509	1.796778499	1.684962346	1.511385823	1.318882735	1.135593896	0.961270271	0.784207276	0.638273499	0.558084632	0.508526916	0.472666056	0.460214368	0.479888034	0.546878113	0.640763836	0.773249791	0.971480655	1.191128422	1.484739212	1.871986692	2.304807347	2.732398295	3.223741881	3.761405746	4.264702953	4.635265171	4.775720206	4.808094593	4.717944376	4.383492051	3.90385305	3.37639957	2.789427023	2.201209308	1.662300275	1.184653544	0.818573933	0.570038252	0.365083476	0.21391999	0.122275571	0.06972945	0.039347332	0.023409172	0.012451687	0.004731641	0.003735506	0.002988405	0.003237439	0.002739371	0.001494202	0.001494202	0.00199227	0.00199227	0.000747101	0.000498067	0.000747101	0.000249034	0	0	0.000498067	0.001245169	0.002739371
EPD-A-5-13-P_S6_L004_R2_001_val_2	0	0	0.000248879	0.000248879	0.000497758	0.000497758	0.000995515	0.00423094	0.006968606	0.010204031	0.017172637	0.024639001	0.036585184	0.050522397	0.069686064	0.092334035	0.117719673	0.158286917	0.205076132	0.257838438	0.302138864	0.358385473	0.442755387	0.541311392	0.625432427	0.730459281	0.890239471	1.039068994	1.1998447	1.355891708	1.516667413	1.691131453	1.810842156	1.892723282	1.972613377	2.01965147	1.995012469	1.908153767	1.815570853	1.688891544	1.519156201	1.337225798	1.128914241	0.946983838	0.815078073	0.706815795	0.591336031	0.524636513	0.486558056	0.484318147	0.520405573	0.563461605	0.655297883	0.786954769	0.974360506	1.235185489	1.543546324	1.892723282	2.281720848	2.709045749	3.227460291	3.725466772	4.195349948	4.546517937	4.715755521	4.73467031	4.561699544	4.279470983	3.869816477	3.367827935	2.757577115	2.131895809	1.610245842	1.18117879	0.845939045	0.572172364	0.376304747	0.238177013	0.135638947	0.077401307	0.043304911	0.026132274	0.016426001	0.009457394	0.006719728	0.004977576	0.004728697	0.004977576	0.004977576	0.003235424	0.002239909	0.001742152	0.001493273	0.003235424	0.003733182	0.00423094	0.004479818	0.004728697	0.013688334	0.039322851	0.09133852
EPD-A-5-13-S_S24_L001_R1_001_val_1	0	0	0	0	0	0	0.00016745	0.00016745	0.00050235	0.0013396	0.001841951	0.002344301	0.003683901	0.006195652	0.008205053	0.009712103	0.012223854	0.014568155	0.019424206	0.027294359	0.041527613	0.054756168	0.06195652	0.070161573	0.085064627	0.103316683	0.117549938	0.138313744	0.171971205	0.194744413	0.21718272	0.261891884	0.27880434	0.276794939	0.293874844	0.318155102	0.321839003	0.313466501	0.319494703	0.313131601	0.292367794	0.277297289	0.28148354	0.27997649	0.277799639	0.286339592	0.301912447	0.348296112	0.406903631	0.479911854	0.55995298	0.68319622	0.880619833	1.084406549	1.343619232	1.707488199	2.141853639	2.6428642	3.253387096	3.985478731	4.739171424	5.416004541	6.083125556	6.636045633	6.889732465	6.877173711	6.668698394	6.240696056	5.593166698	4.805146745	3.933904115	3.088113893	2.345975254	1.708492899	1.190402433	0.819333113	0.533328421	0.322006454	0.204456516	0.12441539	0.071166273	0.048895416	0.027294359	0.012726204	0.009042303	0.007200352	0.004856052	0.003851351	0.003349001	0.003181551	0.002846651	0.002009401	0.00150705	0.0006698	0.00083725	0.0006698	0.00083725	0.0006698	0.00016745	0.0006698	0.0013396
EPD-A-5-13-S_S24_L001_R2_001_val_2	0	0	0	0	0	0	0	0	0.000167386	0.000502159	0.001841251	0.002176024	0.003012956	0.005523752	0.007867162	0.010210572	0.014395233	0.020421144	0.025610124	0.033142513	0.041177061	0.048876837	0.059756955	0.071641391	0.085869238	0.102105721	0.115831408	0.137256871	0.163034381	0.188142345	0.226473838	0.256770781	0.272002946	0.289411135	0.305312845	0.324060125	0.33460547	0.335442402	0.319205919	0.292758863	0.295102273	0.30414114	0.294432727	0.276354993	0.282548291	0.295437046	0.317364668	0.346155134	0.380469352	0.451943356	0.553714305	0.695657996	0.883465569	1.087007465	1.359177798	1.719393392	2.144554919	2.679689331	3.291988886	3.950821867	4.654347026	5.380469352	6.04599779	6.587492886	6.876904021	6.85162867	6.646915068	6.172039771	5.510193833	4.814201065	3.982792675	3.122259047	2.378226373	1.735295102	1.20116501	0.810652472	0.526095544	0.325733989	0.202704965	0.126376753	0.076495598	0.048542064	0.030966489	0.020588531	0.013558301	0.007699776	0.004519434	0.004017274	0.003849888	0.004017274	0.003849888	0.004184661	0.003682501	0.001841251	0.002008637	0.001673864	0.001171705	0.001339091	0.008704094	0.035318536	0.066452412
EPD-A-5-13-S_S24_L002_R1_001_val_1	0	0	0	0	0	0	0.000516223	0.000688298	0.000860372	0.001376595	0.002236967	0.003269413	0.00430186	0.006194678	0.008775794	0.012217282	0.0141101	0.01841196	0.026499456	0.03252206	0.037340143	0.045427639	0.056784549	0.0705505	0.084488526	0.096877882	0.114773619	0.144370414	0.168632903	0.18102226	0.207177567	0.23591399	0.257595364	0.274802803	0.298032846	0.324188153	0.328145864	0.319197996	0.310078053	0.311798797	0.312487094	0.305604119	0.290805721	0.271017166	0.265166637	0.276351472	0.311970871	0.346901973	0.384242116	0.466665749	0.557865176	0.690018309	0.8762028	1.096458021	1.363345401	1.694072381	2.156092122	2.671971147	3.299698526	4.017592886	4.725679006	5.384895998	6.042220173	6.6279614	6.874544003	6.867661027	6.653772559	6.190548298	5.563509216	4.819803698	3.961496634	3.125387167	2.390113294	1.725561995	1.203832441	0.817009209	0.530333274	0.33623336	0.202015335	0.119247553	0.069173905	0.040609556	0.024090415	0.013938026	0.008775794	0.005850529	0.004129785	0.003613562	0.002925265	0.00275319	0.002581116	0.001376595	0.000860372	0.000516223	0.000344149	0.000344149	0.000172074	0	0	0.000172074	0.002236967
EPD-A-5-13-S_S24_L002_R2_001_val_2	0	0	0	0	0.000172042	0.000344083	0.000172042	0.000172042	0.000516125	0.001204291	0.001548374	0.00223654	0.002924706	0.006537578	0.008430035	0.009634326	0.014967613	0.019612735	0.027354603	0.032859932	0.035440555	0.044042632	0.059354328	0.078278897	0.093934676	0.100472254	0.115439867	0.135912809	0.154493295	0.186148936	0.213847623	0.239825894	0.260298836	0.279911571	0.310362922	0.321717663	0.323093995	0.322233787	0.319653164	0.313459669	0.306061883	0.308470465	0.293846935	0.283008318	0.283352401	0.281459944	0.302965136	0.350276557	0.400856767	0.472254002	0.564468263	0.704165986	0.879304264	1.077840191	1.376848371	1.741576417	2.177701697	2.682471549	3.249864517	3.935622059	4.704819743	5.419480263	6.028163199	6.563384401	6.857919502	6.838478809	6.619641982	6.186957532	5.511522482	4.731830264	3.928568356	3.140102021	2.37021617	1.701146657	1.221150786	0.845067999	0.547608193	0.341158356	0.209890668	0.126450525	0.07862298	0.047139379	0.026838479	0.016688028	0.011526783	0.007569827	0.006021454	0.006193495	0.006193495	0.004645121	0.004817163	0.005333287	0.005333287	0.005333287	0.004817163	0.003784914	0.003784914	0.004645121	0.015311696	0.039913635	0.092902427
EPD-A-5-13-S_S24_L003_R1_001_val_1	0	0	0	0	0.000164664	0.000164664	0.000164664	0.000329327	0.001152645	0.001646635	0.001152645	0.002140626	0.00279928	0.003951925	0.008727167	0.01350241	0.015313709	0.01910097	0.026346166	0.029968763	0.033591361	0.047752425	0.055656275	0.061584162	0.081837777	0.106043316	0.121851016	0.134530108	0.161205601	0.193150326	0.231187603	0.254240498	0.266260936	0.282562626	0.295735708	0.308908791	0.311708071	0.310390763	0.312366725	0.320764566	0.321587883	0.306274175	0.276634738	0.259509731	0.273835458	0.291454457	0.30281624	0.333608321	0.389099933	0.464515832	0.548164907	0.679237081	0.850322494	1.067678359	1.372470562	1.733083703	2.153140381	2.681710327	3.334765906	4.004452502	4.716457626	5.47176926	6.110169785	6.641539011	6.886723015	6.824974189	6.666567869	6.220329689	5.509641873	4.791379535	3.987327494	3.115434078	2.348595996	1.718922639	1.214393569	0.806192666	0.513750228	0.317635959	0.190845037	0.116252456	0.067182722	0.036884632	0.018606979	0.010867793	0.00790385	0.006257214	0.004610579	0.003951925	0.00279928	0.001481972	0.001152645	0.000987981	0.000329327	0.000164664	0.000329327	0.000658654	0.000823318	0.000493991	0.000493991	0.000658654	0.002140626
EPD-A-5-13-S_S24_L003_R2_001_val_2	0	0	0	0	0	0	0	0.000164678	0.000988067	0.001317423	0.001152745	0.001646779	0.00312888	0.00395227	0.006751794	0.012021487	0.014985689	0.019596671	0.025689753	0.027995244	0.037381885	0.043639645	0.050391439	0.069000043	0.086949935	0.101112235	0.114286467	0.136023951	0.162207738	0.191026372	0.221985818	0.248828317	0.269907089	0.284398744	0.293291351	0.30366606	0.321945307	0.327050322	0.318157715	0.330508558	0.331331948	0.305806872	0.292138606	0.277152917	0.268919021	0.277811628	0.294773453	0.344012147	0.412847512	0.480530131	0.557270036	0.6827546	0.855995758	1.076993508	1.366003234	1.710344737	2.153822339	2.682438419	3.269350477	3.977300797	4.685580473	5.395506928	6.069698277	6.585963514	6.886336015	6.85372979	6.620545874	6.207533685	5.545693179	4.797067416	3.977465475	3.126904088	2.376960902	1.725495104	1.190456586	0.799346558	0.529110114	0.329026457	0.199095589	0.120708905	0.069164721	0.037711241	0.020749416	0.012350843	0.012844877	0.01021003	0.006422438	0.005434371	0.003787592	0.002964202	0.002799524	0.003293558	0.00395227	0.003622914	0.003458236	0.002634847	0.001646779	0.001152745	0.011527453	0.040181409	0.07311699
EPD-A-5-13-S_S24_L004_R1_001_val_1	0	0	0	0	0	0	0	0	0.000168387	0.000505162	0.000841937	0.001683873	0.003199359	0.004041295	0.006903879	0.011450337	0.014312921	0.017680667	0.025258096	0.032667137	0.037213594	0.050011029	0.064660725	0.074763963	0.087393011	0.103894967	0.121407246	0.145318244	0.165356333	0.188593781	0.229511896	0.253254506	0.261168709	0.271777109	0.299729402	0.329533954	0.326166208	0.317746843	0.319093942	0.31421071	0.311179738	0.29922424	0.274976468	0.259148061	0.265715166	0.282722284	0.305286183	0.345025586	0.388974673	0.446563131	0.532609043	0.683147293	0.885548833	1.089465859	1.356528123	1.729842777	2.166471057	2.715582056	3.351412517	3.988758464	4.747343269	5.467704157	6.068004897	6.578218429	6.843933595	6.806720001	6.587311343	6.209955394	5.565032019	4.800553657	3.96147972	3.138570964	2.407096515	1.730347939	1.179047905	0.790410006	0.537997437	0.34233139	0.200717667	0.117197564	0.061629753	0.037045207	0.021553575	0.009261302	0.005893556	0.005388394	0.003536133	0.003030971	0.003367746	0.002694197	0.001515486	0.001347098	0.001178711	0.000336775	0	0	0.000168387	0.000336775	0.000336775	0.000336775	0.003367746
EPD-A-5-13-S_S24_L004_R2_001_val_2	0	0	0	0	0	0	0	0	0.000168327	0.000841636	0.001009963	0.001346618	0.002693235	0.005723125	0.007574725	0.009931306	0.014981122	0.01935763	0.02356581	0.030972207	0.039388568	0.047973256	0.061439433	0.07372732	0.087866806	0.105541164	0.122542212	0.146108022	0.17102045	0.196606187	0.219835342	0.241212899	0.26528369	0.284809647	0.310900365	0.331267958	0.333961194	0.325039851	0.319316726	0.318138436	0.307702148	0.303662295	0.289522809	0.269660198	0.272690088	0.290027791	0.313593601	0.357358677	0.403985315	0.463404822	0.548073411	0.682398528	0.864023593	1.100691657	1.404185625	1.766257463	2.190610371	2.698790232	3.291133701	3.960907688	4.723598297	5.428889327	6.034025663	6.513589898	6.781903478	6.788299912	6.577554239	6.125763995	5.496893521	4.775779734	3.942728348	3.123648122	2.387384885	1.760702665	1.217510743	0.805782376	0.537132142	0.349447298	0.215458835	0.123047194	0.071539066	0.041576822	0.025080755	0.016832721	0.013466177	0.011446251	0.008416361	0.007069743	0.006564761	0.005723125	0.005218144	0.003366544	0.002693235	0.003871526	0.004881489	0.004544835	0.003366544	0.002861563	0.012456214	0.042586785	0.098471421
EPD-A-5-8-P_S1_L001_R1_001_val_1	0	6.21E-05	6.21E-05	0	6.21E-05	0.000186404	0.000434943	0.000745617	0.001926176	0.004722239	0.007828975	0.011681328	0.018205475	0.027960626	0.038212856	0.054181481	0.0758665	0.102025219	0.13358966	0.16173669	0.201130106	0.252018447	0.302533978	0.359262983	0.418850184	0.504347567	0.596804038	0.704483518	0.836209136	0.947616698	1.04572743	1.14539153	1.241762489	1.309737878	1.352300165	1.393495488	1.395794473	1.327694814	1.233747109	1.147876919	1.034978122	0.903998121	0.779417996	0.662356174	0.577915082	0.49794769	0.428978145	0.400396171	0.393312812	0.410586266	0.454577652	0.540447842	0.665649314	0.825211289	1.031250039	1.308060241	1.656822455	2.075361966	2.567966069	3.131279491	3.759213026	4.376894332	4.933559338	5.365209276	5.617476261	5.652644516	5.522969344	5.179488582	4.637114563	4.009429566	3.316192434	2.630597873	2.004404109	1.474581305	1.023607468	0.676460756	0.443455536	0.278301435	0.169565666	0.096681633	0.050329128	0.028644108	0.01578222	0.008636727	0.004970778	0.003790218	0.002858197	0.002298985	0.001988311	0.001677638	0.001491233	0.001118425	0.000932021	0.000745617	0.000310674	0.000559213	0.000869886	0.000559213	0.000497078	0.000497078	0.000807751
EPD-A-5-8-P_S1_L001_R2_001_val_2	0	0	0	6.21E-05	0.0003105	0.000807299	0.001241999	0.001738799	0.003788098	0.006209996	0.008631894	0.012730492	0.018319488	0.029311181	0.040923874	0.055268964	0.075761951	0.101098735	0.131093015	0.164316494	0.205426667	0.254113036	0.3086368	0.367321262	0.435693318	0.511517369	0.595166015	0.698065648	0.832512061	0.938144093	1.034709531	1.146737858	1.227219406	1.290002465	1.352350825	1.401906593	1.382469306	1.302484557	1.225480607	1.152388954	1.059176915	0.94286369	0.799599083	0.675337063	0.592992516	0.512697268	0.449727909	0.426688824	0.409921835	0.423770126	0.477300291	0.565233834	0.689309554	0.840398756	1.054829918	1.34427783	1.683157311	2.084571451	2.56609454	3.10617789	3.716558395	4.341904991	4.878510744	5.320227758	5.572043095	5.596075779	5.462436666	5.105672397	4.597632625	4.010912205	3.318994453	2.623474903	1.989806913	1.445066065	1.016390042	0.682664858	0.441965414	0.283051617	0.181021383	0.110600028	0.060423261	0.033285578	0.018567888	0.011426393	0.007886695	0.006209996	0.004657497	0.004409097	0.004160697	0.003415498	0.002918698	0.002546098	0.002235599	0.002173499	0.002297699	0.001862999	0.001552499	0.001862999	0.011115893	0.038005175	0.065888057
