EPD_P_A_5-10	EPD_P_A_5-11	EPD_P_A_5-12	EPD_P_A_5-13	EPD_P_A_5-8	EPD_P_A_5-9	EPD_P_B_5-10	EPD_P_B_5-11	EPD_P_B_5-12	EPD_P_B_5-13	EPD_P_B_5-8	EPD_P_B_5-9	EPD_P_C_5-10	EPD_P_C_5-11	EPD_P_C_5-12	EPD_P_C_5-13	EPD_P_C_5-8	EPD_P_C_5-9	EPD_S_A_5-10	EPD_S_A_5-11	EPD_S_A_5-13	EPD_S_A_5-8	EPD_S_A_5-9	EPD_S_B_5-10	EPD_S_B_5-11	EPD_S_B_5-12	EPD_S_B_5-13	EPD_S_B_5-8	EPD_S_B_5-9	EPD_S_C_5-10	EPD_S_C_5-11	EPD_S_C_5-12	EPD_S_C_5-13	EPD_S_C_5-8	EPD_S_C_5-9	
CAF29557	193.8180519	686.6216866	954.008942	660.5155221	693.0212206	173.3425476	439.4553882	463.5354935	265.7841633	139.1470037	1163.34108	121.5956733	268.7874986	493.8558367	1139.081374	2324.26117	244.3502503	256.161089	222.5943463	102.4054186	576.9732911	0	529.2953749	0	137.0931413	166.8460759	334.2503545	510.2065167	0	246.2456502	148.280409	387.2857814	456.2067258	0	399.6452082
CAF29558	226.3597714	361.4588748	365.2739352	516.7301381	30.21472808	159.681744	166.7616904	452.7652228	348.9727763	168.0928618	49.4257913	172.019778	255.3799985	312.3656205	509.3823577	832.0387189	59.95796734	160.8874393	61.03175374	99.16836106	117.75143	0	72.56092059	78.02879944	144.7626555	44.51917844	168.419899	69.43164031	43.46800851	148.9167912	95.85680617	231.8231039	110.4685454	106.0470845	64.61407112
CAF29559	187.5320954	167.9064522	168.1601769	208.6121068	125.2962633	142.8633144	218.8488566	299.836947	153.8124691	146.0478809	83.02316847	220.756039	190.1461093	241.9579072	236.9916054	285.5551409	85.87434214	159.6552076	126.8387176	170.1309607	139.3550386	0	125.3147523	122.5138422	140.0955622	104.1041053	175.3820171	44.50019555	89.88102671	157.8280895	154.4209281	181.9361911	275.9067751	95.70682267	182.4118378
CAF29560	32.8569727	19.45257758	52.22992698	37.89446532	19.51336051	14.08672808	34.01728196	16.44611165	38.96493335	68.24859056	23.1399568	32.00658568	38.19784342	46.81540396	25.40850027	20.16458135	31.24210938	31.66460531	30.42323729	46.24284845	28.11007174	0	26.46577571	23.09271313	48.62071389	52.77315747	25.84037708	0	0	34.02391302	21.78344828	19.2239855	32.50635185	42.20600537	51.40368606
CAF29561	28.99541689	18.73547414	6.598236507	7.426161866	0	6.790114712	15.57055491	11.57283011	0	20.79626244	0	25.96254326	6.671939328	11.88108421	5.76276883	4.603355705	0	9.306028833	4.65796139	37.22887571	4.232247106	0	0	5.717685348	0	0	0	0	11.58633451	8.389376945	21.12866473	10.02315636	7.972298709	63.19997244	40.26541613
CAF29562	44.28065318	85.20452726	74.16062186	63.61662604	55.46779094	64.91421892	48.15929831	71.82241679	112.3230422	75.89462189	43.95358266	68.53842987	45.55928957	40.80304564	83.21979629	150.4272414	78.74396802	43.93945457	62.07060636	111.302998	66.42867924	0	48.88211243	75.0944722	78.88040462	115.4221661	53.12702176	36.75587675	79.48758429	136.490947	72.1306377	93.76835521	86.60145912	59.96762935	79.39322477
CAF29563	49.18338319	55.66836867	63.47453504	68.08056304	29.65924746	41.75352523	35.40049305	55.82251486	38.75039831	47.54942664	13.79163903	45.07335954	51.22996178	84.05262528	74.61707902	95.2429185	14.34415202	33.01757622	59.07027274	50.95011864	59.03331753	0	65.2475473	33.76737504	38.37883283	99.4678058	58.68789411	0	63.05256392	105.3009168	35.25959416	30.14760488	89.79616815	42.65271741	41.28776262
CAF29564	39.44245188	26.68135146	48.82229164	29.84765277	72.38740227	51.20709188	45.49950951	34.69737159	41.93014779	31.95801181	57.67851441	48.99936883	56.50624623	39.19678015	43.63816527	32.45991318	60.58892206	57.15698646	55.5267943	17.71836341	48.23743885	84.48738697	47.93301603	34.07765969	44.218955	34.50204167	66.36492011	40.27043954	33.15709902	91.45898674	53.05310781	35.54380877	37.88612832	16.40248979	40.31615038
CAF29565	14.44192158	16.92219101	32.20722731	18.69726441	32.32124231	31.17482253	19.74855644	39.11707	21.16199151	23.98481068	25.30246348	27.63301906	34.32185722	21.12253279	22.42569671	11.82859442	0	34.27277098	23.75667672	29.34684179	5.468368581	0	0	14.83476105	12.13473627	28.86884361	42.31479868	15.39686866	0	0	38.6282117	12.99213776	31.74086862	0	18.24378133
CAF29566	27.24207458	74.06579475	52.81376689	0	21.3458285	19.41090011	63.14288832	40.92426247	42.89479126	45.27187639	0	18.19100592	14.91559886	57.01286649	32.50122263	45.71097408	0	64.41500599	0	42.11684679	138.8081051	0	63.07161179	0	48.2770101	0	277.5788716	268.2615707	0	48.43440563	0	0	46.06241505	101.3679516	0
CAF29567	10.34996736	0	7.80278118	20.87565124	7.418485766	11.92379745	18.53746625	12.18151981	6.864854497	7.967515967	15.6252362	17.54259903	14.16155244	5.205590688	7.839553281	12.43978807	6.303730689	10.54701493	8.178441304	21.70628816	7.473909893	0	10.39736048	15.00690055	16.93882801	8.337629724	30.71568003	0	9.297575956	17.31846074	8.980655162	8.106858376	13.45220831	20.20304773	34.83779233
CAF29568	4.396351629	44.12693222	0	25.43421502	0	0	8.848844499	12.31677008	0	62.04605058	0	12.58748085	21.83936931	38.48697269	0	0	21.99860506	0	0	0	15.3316583	0	0	20.43130588	0	0	40.39856279	0	0	0	12.88961688	0	0	0	0
CAF29569	56.12751566	51.92287219	107.0047535	87.3918671	50.3432073	54.80581353	75.980361	86.75474521	64.85155685	77.47325761	57.90256987	53.00219854	39.44433706	28.31820772	118.7881099	97.20152276	44.8698332	53.19762191	47.57699146	26.69182659	67.69355235	0	20.92515844	46.49020053	104.8833056	38.52484802	41.29580741	32.51199279	148.8571045	24.38000363	55.8056	60.54925138	89.18325071	78.67684137	50.81225869
CAF29570	38.08923077	97.37166777	32.37847182	78.29893712	0	23.48603563	42.63493208	97.95476033	74.08434856	41.966079	0	47.64150188	73.22136297	54.01201278	33.53697726	36.78932506	0	8.833505807	18.09603748	27.45705095	32.83013173	0	0	30.47101255	16.10618301	47.99586589	44.99993975	0	0	60.20801299	6.524535389	0	14.41911703	0	0
CAF29571	99.71260046	67.02757158	83.10502423	165.9654632	0	96.01874359	85.20560306	212.1406152	52.43328195	0	0	93.70732124	70.16488462	47.28607271	69.15428483	147.87199	17.68419239	111.0904861	29.52083852	22.53019749	66.60294385	0	0	32.92885022	13.37666427	34.62982141	0	0	0	81.67791837	93.32071692	0	24.31367206	0	39.07316905
CAF29572	71.40047956	126.2036063	33.25534323	47.59346614	0	40.42658759	57.2351075	143.7402504	94.39308349	0	66.30769669	39.6936187	88.40886806	80.99577983	166.0610266	122.0012172	0	90.46528299	69.1626261	41.64211945	22.12260312	0	0	105.0047389	0	0	64.92507161	0	277.7561111	147.0418077	103.6397613	56.06770782	51.78708554	0	0
CAF29573	43.05565817	27.08948802	34.37360621	24.05191757	0	30.15337035	23.1380671	11.45532972	36.82809168	0	18.05513392	5.385525894	32.25319774	38.66166094	36.33804353	48.22848626	0	43.38353385	41.55914096	44.2115511	24.37840909	0	70.47782719	8.711253332	27.13050511	16.1398247	103.5759307	0	17.73346859	13.12402618	27.73464226	30.86074871	12.33445651	31.02034827	41.86267324
CAF29574	11.29882359	11.64818457	0	6.375033483	0	0	3.565223739	5.214672408	0	13.12414568	5.591706378	9.461303045	12.39247068	7.16082993	0	0	9.542371664	12.44236352	6.226915237	9.702319221	5.473700047	0	0	0	12.49772916	14.29811788	0	0	0	0	4.808549481	25.91512634	22.86385278	0	18.8294966
CAF29575	40.22319426	0	0	0	0	13.29426529	0	0	27.11948969	41.81384676	0	13.96919906	28.9976333	77.18543508	0	0	0	0	41.92138552	0	0	0	0	0	90.61739585	42.14394555	63.35681735	0	75.19303295	30.33244767	10.91659429	0	64.27220556	0	61.26512109
CAF29576	500.6907522	295.2088806	324.7761698	259.51077	271.6894964	445.113868	271.1933968	351.5453794	312.7096771	399.7709499	107.2367767	342.2446537	382.3103289	186.5353419	423.3883571	268.8240146	222.0725026	404.331418	303.8671271	833.8936388	427.1853826	0	883.9670654	459.981599	428.0124815	511.3818273	327.1994245	208.4146093	644.6621177	494.1945349	679.063633	817.3843176	397.3287032	661.6613662	833.2140522
CAF29577	20.56059125	26.27191822	9.876843548	12.67848898	0	12.04113474	27.20969589	11.12765592	13.19845619	19.63575135	0	9.724251915	11.54329953	12.10675552	7.741057494	8.354078383	0	4.834331663	0	16.78153501	16.05569431	0	17.61213451	33.0468897	7.746088082	0	84.41954727	0	26.29230854	33.67171166	30.82426427	0	30.08055453	0	0
CAF29578	174.9377727	332.2048074	0	126.3446704	0	39.1047494	60.20215219	120.7637094	0	0	0	42.32715998	554.3159946	111.8887531	64.49381541	0	109.8190569	230.4098281	50.89956679	71.18661803	0	0	0	179.6586876	94.15642242	0	0	0	0	86.06543879	0	0	0	0	138.7580329
CAF29579	130.0595907	200.8013986	170.1069797	156.5844448	48.35025198	102.71865	117.9559998	94.18394987	74.82361293	136.7255432	146.5833561	122.13467	159.0214307	129.5081572	170.6533353	212.8793372	127.2484603	136.1188081	125.1578209	172.0655053	141.2627237	0	127.7620163	182.6307995	149.2905695	235.8023854	40.25429618	97.26016746	103.6623218	191.3538119	78.90075163	89.96239774	209.8226488	154.2413473	127.4779669
CAF29580	99.07308558	143.5614703	185.7012357	183.1941938	144.3148363	131.6491929	175.3330751	214.3952101	144.9422727	169.9924921	111.0052168	112.0468642	177.4763354	163.054866	164.892569	195.6140993	158.9700453	77.82358682	210.8771943	225.1699463	204.0617025	0	126.7702072	184.7028353	210.1805189	146.5224042	106.1900552	57.78976632	243.3308239	167.6746629	228.3556486	242.1112613	127.6540418	192.5742681	222.912391
CAF29581	23.22291469	0	0	39.48349966	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	61.90218723	0	0	94.41669764	0	0	180.0049783	0	0	0	0	0	0	0	0
CAF29582	29.64602466	25.22553991	30.8019	29.94677036	32.91933604	35.24814312	33.46183805	28.62144934	28.86046907	71.84182571	40.11373934	31.42903623	25.44321718	49.06015766	19.89348819	20.65973047	34.88627303	33.3559912	28.44998832	28.03423899	42.27395551	104.5011908	27.60019708	40.55743145	39.54464301	43.06284134	64.11818031	39.81270901	23.87142168	33.27885284	32.49639759	20.97760683	25.08034005	49.60497641	82.81137823
CAF29583	16.50249882	6.957915195	4.975113066	30.72875258	0	5.28679726	33.48377398	17.37512826	0	47.50109406	15.60057613	0	15.83750628	39.32251805	43.65919831	14.90407596	6.523439565	14.27814932	14.72955468	11.14175171	20.4298901	0	0	8.89197518	13.62856024	0	34.665553	0	0	25.8613976	5.116985824	0	46.62724041	0	39.38090158
CAF29584	8.454559868	17.49165661	1.831908675	10.84219854	0	2.105303033	12.12827186	7.249187513	0	5.760251607	0	4.535484726	8.350875951	7.990384774	3.461764149	0	0	8.353322783	12.06240927	4.806171462	8.476311198	0	0	19.75114627	24.15740488	6.422778763	0	0	5.492013183	15.55906715	14.18376424	0	7.96024645	0	0
CAF29585	834.9570472	762.0432766	494.0650802	555.5292391	43.80241154	800.3316381	600.2684294	698.0011136	336.5552821	435.6841897	69.25325479	564.130803	1081.319123	331.5871764	488.9404177	710.7822114	237.3413635	896.3466813	416.0398941	566.9322628	565.8574345	0	628.9016178	334.6099582	700.6149236	331.2697748	176.1715528	357.2466122	493.6699254	685.509453	639.8636287	706.5414445	711.144659	979.3488699	919.8534247
CAF29586	117.7802063	148.7566112	88.73236976	162.2459178	18.66938208	63.58245067	140.4636624	103.4097452	78.31789934	53.11578441	26.17012582	109.8945703	139.9944849	213.4232612	130.3327938	172.3327643	30.74025795	128.711893	49.14617506	90.51410596	90.34201344	0	60.19518332	47.1261993	60.52983862	62.28033727	105.7114405	10.95154276	64.14404329	44.04797467	55.29745508	34.18481132	82.07441308	44.97275662	81.83160346
CAF29587	12.3027767	17.74997832	6.448291619	9.555859539	0	20.31808158	15.0236137	37.74272864	35.80683922	40.57675266	0	36.99831478	12.7234584	22.50928861	0	9.29496802	0	9.492513372	9.002261117	39.5723305	8.255307167	0	0	10.6292065	24.15269147	0	20.62678335	0	0	31.41302754	6.352094302	0	0	35.89177601	24.09370089
CAF29588	0	15.11071449	0	0	0	0	0	0	0	0	0	10.43008116	0	38.75849041	0	0	0	0	0	0	12.41774034	0	0	15.76158196	0	0	73.62207063	0	0	0	0	0	0	52.99782351	0
CAF29589	56.26910054	25.62968714	49.67622225	71.98094591	46.69368716	65.71843437	33.63055263	32.28679451	49.32936006	71.18924403	44.59452946	62.95122965	40.51899625	131.9601126	38.71153503	58.67492821	28.58471562	73.96505311	99.92130422	71.67288423	54.62398379	0	85.46317197	62.72673832	135.5019379	78.12213149	65.2692537	49.43314382	63.65019671	89.33809102	42.94951316	39.51210961	46.5243883	144.4808925	59.85015083
CAF29590	145.4093869	174.4356186	136.7942494	175.4144181	65.01211795	231.3084501	107.2854221	191.3219725	164.2693329	275.0084283	128.8226737	80.66962121	96.96702671	206.1783661	143.9025927	236.9226154	207.5697468	92.34122784	175.5575883	125.156869	197.2833947	0	116.8763815	235.112237	129.0995972	240.1737927	57.25091415	47.47736235	231.0260254	158.9877512	168.3101526	186.3448325	210.5060984	145.3513588	200.9423689
CAF29591	142.3839337	253.4442775	49.41663154	189.4721456	13.281055	64.30966486	142.5333582	148.5608557	58.32275643	108.3452027	33.43816323	126.4635139	190.1832236	230.7038222	44.70096678	272.2677569	25.95609991	69.3103833	137.2641968	83.2090791	112.6742739	0	78.85543943	61.00046991	125.8160245	16.41356465	50.44843701	0	70.57552625	110.9351932	50.54323218	102.7988393	0	30.46752736	64.46522968
CAF29592	79.99279769	51.33140246	95.78016193	103.2396806	12.6190235	24.55989471	97.42560015	116.9163897	100.7889592	71.94169456	19.8825497	56.00894785	168.3091753	221.8026171	107.2510591	156.5806916	16.48142033	75.64776586	104.1096378	81.47773475	147.2999569	0	0	41.18363447	48.96690998	0	130.9386539	73.73244273	80.34392557	68.53145932	71.38306228	36.79179722	66.32596523	0	52.06512118
CAF29593	0	0	0	0	0	0	0	0	0	0	26.96575232	0	0	0	0	0	0	30.8298987	0	0	0	0	0	0	26.39361078	0	73.7178575	0	0	0	0	0	0	0	0
CAF29594	193.9324819	182.2129032	87.5418966	173.855043	62.83419616	200.2486802	93.51757509	132.4481639	100.9028061	155.0414334	72.91830583	149.7450271	155.5373737	98.16009378	94.373135	105.8003199	99.51957701	126.1253328	93.71682345	108.3900015	115.7346909	83.81857174	226.4860403	145.7687035	143.3759649	145.01889	148.9083292	94.05651807	113.3968564	145.5192482	78.4059922	66.01159848	76.663601	140.4908878	131.0735404
CAF29595	207.5282251	128.6184291	195.9764392	188.9786352	35.62829408	172.0172802	215.2987489	165.4706001	157.3140023	192.0045507	52.27462212	195.8224059	232.2414618	172.7661768	122.4333743	132.5859649	59.24515611	225.4111432	235.4746515	125.6786005	183.5564356	0	247.309094	212.1592115	236.2110648	81.68411825	215.8533759	40.86286145	263.8398314	244.5575235	196.3572818	237.1464463	78.66280528	81.4142845	220.9021385
CAF29596	274.003414	323.2509403	320.2843715	355.0407184	167.7730873	262.525296	281.3473037	325.2183324	272.7716663	375.7639933	159.1347474	216.5167418	246.4026844	270.0524168	242.5091569	308.3276102	184.2566303	239.2310552	245.9608809	251.549312	300.8115787	102.3215353	153.2505293	229.2473735	245.8557488	169.9802808	244.2694536	152.4622016	149.4045786	206.3765783	206.2882368	175.5469232	161.5061956	230.1181139	337.7633173
CAF29597	213.7152572	207.222673	435.4590907	337.2641614	134.7342718	116.6075108	200.5233493	276.287973	308.9115241	366.9345778	151.3563612	152.7523285	209.3453093	355.7246901	330.2593479	517.5883599	162.2532745	204.5590482	177.8079743	228.2932665	295.223089	0	259.5663366	166.550755	233.493174	187.6513475	264.2537569	219.5074226	223.9541071	122.7678773	195.0710279	210.1074555	211.6543516	105.2651758	118.5276907
CAF29598	947.5549205	686.6216866	795.0074516	1027.46859	0	1097.836135	703.1286212	1390.60648	797.3524899	974.0290259	0	1276.75457	1021.392495	1234.639592	1613.698613	2246.785798	0	1451.579504	816.1792699	512.0270932	519.275962	0	352.8635833	790.3694973	1645.117696	834.2303795	835.6258863	0	916.9035884	1477.473901	840.2556508	387.2857814	1710.775222	305.1109894	799.2904164
CAF29599	321.7107953	234.2583226	364.3292482	429.503798	186.8515479	205.3826283	281.5204674	324.692467	154.7563815	234.8613168	203.7385396	195.0855807	378.5198239	371.8107471	422.7606806	597.1164598	245.4407445	239.0571081	145.5452131	196.6410181	326.1228975	0	157.979305	259.0566984	144.870437	287.0531734	113.88478	155.6819312	109.4059564	281.6156977	226.1279604	162.2201818	231.5983553	93.12511778	182.5281656
CAF29600	309.6538407	508.7019422	671.9143637	694.9707822	535.7327153	187.0026308	368.6051922	473.3012535	215.4064207	190.9123622	449.9612906	312.1420075	307.5965738	638.5533214	719.2133738	852.7833579	427.5636782	325.3679724	206.993103	129.4760029	355.3540149	0	170.5729739	160.8791212	245.6391377	392.8522373	240.5599047	120.7755901	239.8134524	228.2361039	253.0983181	339.3729612	341.8522939	164.5103945	198.1386741
CAF29601	501.9048717	905.4145945	748.6846591	880.4947448	110.5361351	294.0153052	332.4018381	766.7598044	242.740937	239.601478	129.3877059	231.5020999	576.4576761	437.6734189	654.0775936	1179.784523	147.8968946	317.0802296	290.6866298	212.0648243	306.9178872	0	317.7393347	251.6781453	382.2499397	249.5321329	437.1021946	93.42190076	95.0939151	155.823435	223.7167238	353.7697798	186.7200751	86.15694609	223.0289936
CAF29602	85.17341469	89.62757908	97.20149627	64.94012019	12.70210255	30.12630859	75.4357434	33.27592952	112.5558341	126.6202533	36.35719753	100.6248362	68.24329363	143.4533836	23.31614438	19.69297569	36.56638707	65.83016002	110.3697635	58.74487199	84.83976531	0	43.4417539	66.86829821	75.71268209	34.01899397	44.4441667	62.62253021	54.37887854	36.85928847	85.17805393	38.5888785	0	0	57.1835013
CAF29603	5.815943106	5.02598488	6.921378855	2.681699137	0	10.92622746	8.416331538	12.69397159	9.605276107	11.10305849	10.91501237	3.954331756	7.059528824	0	0	0	3.87476286	4.724856054	21.47455725	17.23051625	9.901021783	0	38.54198769	12.04473511	31.15046618	24.37711138	0	11.98213239	23.49893789	20.31560455	26.05427677	0	18.36339888	0	0
CAF29604	0	0	56.8452411	39.48349966	124.3071253	0	0	124.2567271	0	0	0	65.16531612	57.91198976	354.7462104	204.1448909	166.5142311	0	0	79.76469102	110.098521	0	0	0	94.41669764	0	0	0	0	196.9235254	0	52.98213735	0	122.4148506	0	0
CAF29605	174.8346032	161.06148	69.32516283	186.9304481	15.13950854	189.1111756	185.7830388	183.3904145	38.901413	262.0271897	136.5533283	94.81748972	149.3284336	71.82676387	82.18476612	131.6921235	23.11776386	140.9853457	200.4788447	161.2694522	140.0961908	0	47.35580944	75.75910569	116.5985709	156.9407173	100.8588485	121.7909711	270.562376	284.5043163	165.5134937	173.009765	334.5468631	277.6020474	204.7852806
CAF29606	1834.708934	2387.04713	1598.927414	2123.915788	999.6040305	2023.125202	1312.759929	3191.459425	2387.392438	1255.313638	434.3256783	1375.829801	1853.785046	2525.248199	3169.77852	3143.908921	855.4679703	2314.269735	911.0269616	671.432341	1189.214196	1256.417091	582.5832638	592.796891	744.1548569	1819.301261	1310.037823	225.7242899	751.8212959	696.5713785	1102.977147	1484.075811	1117.090555	860.1844463	1388.730056
CAF29607	251.750652	348.3335322	111.9415631	379.0678674	19.91445833	223.4990139	188.9834043	328.9049065	59.94147114	131.4900103	0	89.15216961	293.192821	459.7770152	170.7847969	65.30013933	26.18013972	240.2381856	143.0803305	95.58608916	87.49969568	0	185.1709572	409.0839724	64.03341082	171.6327411	242.4951805	0	75.79653646	115.011283	138.7697996	121.016275	213.5218002	285.3410427	373.1485195
CAF29608	205.8133824	224.8364326	125.9018063	248.5775945	106.8649742	138.8230929	137.1504941	298.6525598	92.3729594	104.6437107	45.37304361	156.5902539	236.931244	213.5058005	262.5422325	210.9364672	110.0646001	118.5527569	173.5688862	145.5498763	138.087966	0	162.265016	170.2348156	143.3192386	129.0987439	73.85715087	76.62788431	121.6755675	124.5801815	111.4275273	162.3733829	135.2970287	62.52769099	79.95722063
CAF29609	46.4961984	29.51403494	55.83835295	51.89238247	17.59009598	52.34561055	76.13214601	69.9051681	184.4296139	49.6961781	30.94264212	59.13695881	86.37112276	70.77940622	39.10632724	36.75940666	8.496568927	35.58146787	0	16.2614553	20.002584	0	37.90407543	44.36615171	49.41410264	112.0558581	27.81313147	0	65.69962745	22.27949885	33.70065609	24.4165016	64.32868238	0	26.96492138
CAF29610	155.6436289	131.2568625	168.1168572	168.2304387	59.14264889	130.8412834	175.8752005	198.1058441	167.8863995	28.66116085	83.45730673	136.5363053	133.9451983	199.9380845	67.58179785	321.5454409	92.60071131	109.0107114	95.763595	105.7787207	97.32405415	0	0	84.13141886	113.4746316	222.4682566	201.5567268	34.86612387	94.22929179	90.39449394	110.2050233	50.53739651	67.49692656	121.7415429	65.83367413
CAF29611	156.2496915	175.3631625	50.91355715	190.0467062	42.34036849	65.70603774	190.9294692	217.2035192	260.6701414	86.19217004	170.4453899	89.37736968	178.334162	97.53921066	239.3780843	378.1657764	73.10270629	240.6854569	161.4576401	0	53.98121501	0	58.73074238	104.7064608	82.16487845	203.505507	52.08241818	256.1341304	137.6889862	0	102.4940149	37.69593787	72.81245737	80.23467526	124.5973285
CAF29612	14.63247774	0	3.626123746	2.864386962	34.82389296	23.98764691	23.94588798	4.865466201	9.537365586	47.18888395	61.13917638	33.70111875	21.28692592	27.6504393	6.042460785	5.699952588	19.3221451	36.17342733	36.45268128	53.29316184	27.12530019	0	48.08426066	39.83020297	78.66116855	64.37277753	27.16228424	32.77387414	10.61953352	44.95039402	48.69422896	28.53180849	19.58461339	66.67165014	112.0055702
CAF29613	105.0202354	60.45837832	164.5552001	102.5832441	118.5609643	157.7064506	96.38199131	95.69902064	267.7010985	126.8370093	335.900623	202.8953657	82.61614761	89.85783146	149.0160492	96.93852993	235.7885532	133.4737168	174.1340276	278.4268592	212.7811191	0	327.0367777	358.3906771	344.7355535	257.8978513	289.6909731	215.9343307	255.8143979	152.8422228	223.5270844	182.0634603	162.5909558	227.1479948	247.772413
CAF29614	33742.70231	30983.24673	29651.51577	25538.90787	29092.90733	36700.23584	33073.7143	40345.25117	23061.38407	22218.68288	20457.417	39143.57957	34169.404	20241.94996	33988.26888	28710.9964	26646.67084	42978.80037	25106.12974	27377.4909	28161.17756	16701.88022	26958.54604	18349.9092	18437.02	30037.21081	27911.04662	24245.2516	26938.95231	27586.85221	26100.2605	27741.0016	33851.21879	20654.73158	26081.26256
CAF29615	116.7178854	166.7491997	17.37145271	96.15012696	0	73.77051759	88.71902072	114.0254623	198.6936086	201.6013061	0	107.8854977	287.2274024	199.4023806	37.52445243	229.8856539	0	286.4045434	201.4824247	230.8626985	114.5557345	0	85.0261143	37.95133019	238.0689279	264.101944	329.8343288	0	575.3270167	279.3070047	135.5768158	119.14402	0	161.7350766	89.0415363
CAF29616	785.7251596	1389.821612	418.3988868	1221.348681	0	648.8915902	1289.311377	1242.424584	1021.764463	1061.679554	0	844.4834865	1012.760633	1444.883142	149.0605972	832.14797	0	959.0850932	1993.373431	1602.426656	1630.024803	0	3311.561016	1356.549364	1701.525339	0	1309.203367	0	1980.838764	1724.52916	1309.378535	985.809199	353.1666437	2818.83745	1549.455175
CAF29617	556.3334048	475.8558006	846.2744042	536.8380928	280.2765571	545.7924047	549.2842298	733.1576172	651.877541	699.6432055	452.8016991	405.3907684	466.2291589	960.2501878	601.7352349	423.1714682	636.5697008	325.1859592	829.9498354	783.102337	788.9674285	91.40505151	921.8005637	1143.692354	1158.820041	994.2496651	907.4005681	242.9455068	1032.662034	770.4854402	885.3593885	564.3137093	558.6109234	1329.85798	1099.039294
CAF29618	1169.854487	792.9443175	1908.700687	1233.822079	751.1721618	1503.103932	1178.666475	739.515267	1351.07875	879.533206	1166.723156	1317.165362	1452.143869	2453.771362	980.0389366	1979.453697	636.4502604	1331.154308	2301.665941	2897.187274	1926.336826	0	3847.467425	2925.656273	1230.908794	3461.285922	1937.875432	658.9613691	3749.139144	1576.023256	1642.863666	2285.41976	1018.288029	1162.647672	2290.474019
CAF29619	241.0797238	282.5356266	181.1288218	237.5374725	115.2383163	252.6319195	172.45679	184.0264651	78.22497667	113.4139732	80.66905997	230.5915441	251.1462408	154.1950907	134.9172448	212.3449568	88.09674211	174.7685724	188.3632487	306.117332	293.4733333	0	233.6033117	287.4451235	255.4391476	210.9411656	185.951699	48.83464203	231.8224091	255.3678851	184.3802379	272.1866578	184.279222	60.06961321	253.0303014
CAF29620	71.50489209	186.2990781	35.44725855	193.6783456	76.75509695	38.41776975	29.56507536	116.6307321	0	146.4330903	0	83.11971397	36.24995659	152.041354	252.9500821	575.6261631	0	112.9495463	31.11045902	0	59.28849688	0	0	0	46.22257369	0	72.40601822	340.9879231	0	58.83402007	0	130.2770676	0	0	0
CAF29621	266.8236337	476.2411645	365.8958463	520.2848573	78.95370283	207.7324142	141.8331837	349.2650622	110.3555369	91.07752155	32.13960954	103.4868119	140.8119535	126.2402624	270.490433	631.8109675	43.75155269	148.4728866	101.5895147	99.69094199	112.8139565	0	67.89446916	57.75139968	54.81887053	101.2256047	87.68010731	0	29.97575627	80.01569452	92.66025646	182.1099526	258.4140972	41.85199987	23.96674347
CAF29622	185.9127194	93.14953903	35.44725855	74.46372171	76.75509695	153.671079	59.13015071	118.6671936	90.12175406	287.9149289	0	124.679571	36.24995659	109.7991676	126.4750411	156.9889536	215.3203761	282.3738658	99.96733702	209.7962001	317.8410556	0	241.9214604	117.7386534	231.1128685	224.2535455	338.302411	0	248.1588783	169.2888586	136.1969084	178.4171809	233.9858678	0	0
CAF29623	0	0	0	11.06678839	14.76660467	0	0	0	0	0	0	0	0	0	0	0	0	0	15.60655965	0	0	0	0	21.32496269	19.07512632	66.88067852	0	0	0	27.08181148	9.918272896	0	0	0	0
CAF29624	5.59023444	4.783954489	0	5.301311716	6.776670655	7.350981417	5.707364298	3.997487985	8.803577445	10.33627419	5.569180406	3.957785086	0	10.99141212	0	0	9.659734909	4.770341765	10.00430373	31.73401459	24.14944652	464.3603329	0	29.4874731	4.571082826	11.75107404	13.02479214	30.22197412	71.95539558	17.84874807	18.52913808	19.75364237	16.36304197	0	27.48078883
CAF29625	18.69495417	0	46.03638658	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CAF29626	30.70006471	71.29329695	6.356671591	23.40015353	5.02069252	17.84028821	18.83560813	28.76616256	0	37.52031399	8.707954155	40.55118728	39.21533016	21.50585056	0	9.47670363	7.598819618	34.9289385	17.68534084	79.25347073	16.94806789	0	22.28078676	30.53406811	32.91231159	69.07805466	0	0	41.97663626	0	18.63458874	0	31.35006414	0	0
CAF29627	46.47698544	76.50211997	48.15525807	43.91165832	10.83808293	36.10732283	22.48673707	83.24741017	0	29.03792505	8.671633594	19.27299147	21.95692506	69.3734535	89.9076376	120.2659257	0	49.63253536	15.97407934	11.5220693	27.49274758	0	0	29.25168243	0	18.08373445	72.79195819	0	38.00348921	41.02113108	30.2384803	46.74346799	12.84310594	0	21.44531719
CAF29628	21.08462872	54.17953123	39.79595523	51.4679875	12.63354669	13.96346034	52.36011304	29.69910945	16.97418736	39.97972668	9.98450458	68.19186489	19.3410982	30.4575368	21.96876917	33.61232094	18.87456555	51.2719785	18.62105923	87.02396901	8.584375459	0	0	83.21954204	26.53356529	41.63706372	45.7149169	30.45905355	121.0998739	32.03423989	49.41285077	17.85655399	14.70314696	38.3122589	25.20190132
