EPD_P_A_5-10	EPD_P_A_5-11	EPD_P_A_5-12	EPD_P_A_5-13	EPD_P_A_5-8	EPD_P_A_5-9	EPD_P_B_5-10	EPD_P_B_5-11	EPD_P_B_5-12	EPD_P_B_5-13	EPD_P_B_5-8	EPD_P_B_5-9	EPD_P_C_5-10	EPD_P_C_5-11	EPD_P_C_5-12	EPD_P_C_5-13	EPD_P_C_5-8	EPD_P_C_5-9	EPD_S_A_5-10	EPD_S_A_5-11	EPD_S_A_5-13	EPD_S_A_5-8	EPD_S_A_5-9	EPD_S_B_5-10	EPD_S_B_5-11	EPD_S_B_5-12	EPD_S_B_5-13	EPD_S_B_5-8	EPD_S_B_5-9	EPD_S_C_5-10	EPD_S_C_5-11	EPD_S_C_5-12	EPD_S_C_5-13	EPD_S_C_5-8	EPD_S_C_5-9	
AAS94333	67.29324779	34.35955347	102.2563404	79.95473338	49.29604836	25.18416433	50.82188586	42.70459307	0	47.52480033	71.17770281	84.56020023	19.58122801	50.64219737	38.96089669	0	48.64897999	46.88125207	89.35532444	103.6961455	115.1391572	83.44579501	109.7335996	118.6141942	83.49350121	125.5671816	89.31565126	102.2498975	116.2513456	88.0830748	83.69309268	65.68947927	108.1471013	34.75875586	96.36832415
AAS94334	32.91793824	12.746295	36.11330203	18.04071722	33.71337475	22.76896592	22.9215013	0	22.21678939	13.48818569	31.68510806	13.19541815	21.5623392	21.86410368	13.39721854	23.10343206	28.58340199	8.240458333	66.44311362	45.91715395	71.05648222	71.87616303	41.65007176	47.17450023	45.86099668	52.55091377	41.98187357	45.8953932	46.76214044	51.08934282	44.79660625	45.99394394	53.08301376	27.87063311	56.25265941
AAS94335	18.22466609	0	0	10.470445	15.88290066	15.69613572	12.12602237	14.14720563	10.76885475	0	3.767827997	3.897630732	12.53493673	11.70771738	35.6900985	0	14.59120381	14.73832352	17.41552567	12.81142156	14.11539879	50.90283176	11.45218259	20.9453504	14.97054761	22.92114889	21.94671157	14.79169424	21.8899414	13.81713918	20.33632206	17.09905148	25.74657055	13.8229162	18.64053676
AAS94336	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AAS94337	0	0	0	0	0	0	0	2.124868351	0	1.8605874	0	0	0	0	0	0	1.036714021	3.123397805	0	0	0.365345008	0	0	0	0.226914112	0	0	0	0	0	0.365951995	0	0	1.03067402	0.548443757
AAS94338	128.5017118	194.7270275	181.9775404	228.6903998	223.2526973	155.2088243	281.1004871	208.9303583	65.19753808	88.51017135	159.8570024	284.5746788	137.999817	129.317818	151.6841134	118.8293314	165.7748104	111.6350289	289.3817408	279.0710316	310.5227242	475.9550115	291.9029038	219.6449236	224.342198	350.8600323	237.3372776	404.3205101	269.0741297	276.4135903	298.4358363	305.9368342	276.3025482	186.3316505	219.1768928
AAS94339	19.4786654	8.709841794	12.21273798	8.259372415	6.079553032	12.55479016	25.95823854	0	20.5412625	0	5.748334185	24.51358737	0	3.842818202	18.10161643	31.85475033	21.91718556	11.07155981	14.27759434	21.35115052	15.85097308	64.70277655	22.55829457	14.91463148	16.11454812	10.29733011	25.08960847	24.80694956	16.29171116	12.86906451	18.64089293	21.44634447	24.68244105	13.91769265	18.77877772
AAS94340	0	0	127.6428821	79.87834376	51.46129253	59.78594092	0	35.67518441	57.59101481	30.09995307	48.16880121	0	46.65953758	37.93840446	181.0441979	176.7387313	77.03714939	60.99686439	47.29870018	62.96495892	34.46395045	79.14599243	108.9208179	65.70778445	55.94878676	75.82343187	68.47350837	53.48989489	72.76757136	66.32987469	78.16916087	83.32770287	37.21102848	54.22924623	103.3073481
AAS94341	44.7160767	77.64932499	0	71.31912822	20.12987249	55.73686189	119.8069977	0	34.62316579	0	36.17899497	0	0	0	0	0	0	0	26.35448207	50.98291479	66.12863733	0	74.95362086	84.47209476	39.88582559	46.42954615	134.1757361	60.8655907	70.71161793	56.42831705	106.4673039	93.85975051	110.6502501	41.55986661	74.23844167
AAS94342	13.23003087	79.56385708	72.24148038	72.14792391	94.49980288	19.17812807	19.10721403	68.69298537	0	17.96967157	0	54.95653447	55.70514788	0	55.82749113	0	45.22309739	0	35.44393729	27.9306873	28.52726211	24.52398728	17.5432211	41.58501049	33.18122548	26.27034329	67.1047357	74.48633587	28.12704786	47.07307386	44.60278063	23.30879494	34.29490685	52.59966147	58.93148063
AAS94343	8.733719152	33.15082053	0	22.69465437	22.00877128	22.55447843	17.49613037	14.21828477	11.42561512	5.690220938	25.57116658	16.92414069	27.21443186	10.21511018	17.38015456	0	28.10487324	0	18.81203843	21.52708702	19.70217187	57.12783485	23.39775508	20.41096154	15.11787242	27.41694592	25.46902795	40.59558253	15.74167342	22.07172237	29.59453408	26.13542468	43.04023121	28.03239075	15.30976824
AAS94344	11.06873006	0	0	28.3742553	12.89765681	28.05635762	36.91295486	25.24204191	4.545344448	42.97609297	12.43276514	20.78367009	22.27779706	16.70248356	0	0	14.7651236	65.70861297	29.38103111	28.30752742	34.35158692	27.52457577	33.02097321	24.83761083	21.27126012	5.730192848	34.93416272	26.94352298	13.82429	33.39781094	21.51625285	22.74761209	31.86208384	23.07331017	22.20095337
AAS94345	56.66147246	111.203383	48.60609008	49.73249066	30.16758452	38.49262949	64.39554958	0	41.32513917	76.34288345	34.22349481	24.99431112	37.6985652	45.42864404	0	67.67303956	44.64519205	136.9122505	43.13849098	68.03671555	46.2059664	51.26796156	53.78543342	66.12743644	60.91855127	37.66390951	66.5261196	40.31608427	69.97984846	65.90285468	56.93715358	37.40029568	82.99367865	34.44327363	34.10148384
AAS94346	179.6556702	197.0021067	373.8127007	219.1300188	143.5135613	116.1489448	156.1330934	438.1241901	206.1727965	223.1720863	154.5954344	382.6927413	75.59533692	109.9728122	240.9877418	419.6103679	355.4228241	187.3832149	362.6040713	335.9174275	339.8314753	531.1092518	281.6680255	279.6845872	360.1818606	338.468658	368.040941	389.2898093	179.1967466	188.5258193	317.8618898	272.9724225	448.0752001	282.8299506	307.2712496
AAS94347	171.8714214	432.6889577	421.1537538	805.7290963	93.81978864	662.2399118	112.8719523	602.8602729	328.6856324	573.0055081	174.4638673	737.8024519	172.6406662	254.3712617	652.0734025	577.6514404	326.6490789	0	749.4932384	658.971785	641.063428	1007.079817	601.5088144	694.905118	638.9664051	522.6086884	625.2240808	427.1234239	393.1515284	515.0768309	557.8326689	505.0571959	537.0187309	394.7479296	577.9070494
AAS94348	260.1351885	435.5842861	643.8615526	809.5417899	1063.754642	171.012572	665.9478923	177.8396388	199.8658183	416.7332211	675.1568285	155.1966681	0	584.1230105	489.8800192	835.4908645	634.185683	674.6191124	505.9892969	515.8310678	468.7713502	473.4168945	426.6624425	480.7168647	350.1945132	608.5634191	367.7340816	1166.847626	571.4743277	334.8530996	505.5313353	495.573842	681.6784915	477.0783067	581.596272
AAS94349	13.82530805	38.25422808	60.86552086	23.10784956	31.49195173	26.65445234	18.55695635	21.65878289	17.68573449	52.49704908	31.6550603	39.11552379	21.27234994	13.021685	13.0127309	47.7735012	41.05779378	0	17.59576221	17.98161672	21.1911647	40.69940416	22.27156965	14.45895177	15.26585482	16.13521222	28.23721162	41.26492583	20.58037687	17.68969683	23.16103008	32.54935669	41.87094279	20.63031833	19.35664912
AAS94350	27.11448665	36.59389745	25.64572926	39.71048836	41.88448116	21.43941485	45.30969105	36.30755743	17.50054753	35.16373373	31.63880651	46.26724181	41.52353969	30.64873024	37.32728144	23.47395851	21.95075956	0	23.02015229	28.2625117	27.37866726	20.72481678	32.03611004	28.04929457	22.49970256	21.66338028	25.61321784	36.96309133	22.37565	29.04414242	20.98182474	29.91842943	24.15440283	20.09241353	22.81394252
AAS94351	138.2977506	212.8054051	140.7969205	155.8516207	82.31038443	57.86800108	109.8387637	99.10075393	120.7792923	305.3467422	74.30391076	102.0218536	92.3690295	143.1106642	132.7830948	315.9301215	99.9432102	63.69102128	211.7322453	223.1285779	132.2030491	88.00221843	109.5039562	149.4627016	167.2418576	153.2472979	202.1682125	107.3182787	160.6842846	152.7639542	161.2064894	177.5029551	206.8788436	131.8709717	149.091325
AAS94352	56.88443096	178.0032665	190.568326	65.25869603	120.4315949	24.07895645	76.9260769	59.07111881	142.7201157	103.5306186	141.9252645	47.77184429	40.42981576	133.3976697	357.4951746	142.1151603	101.8417326	45.8427616	158.995109	212.8721243	183.7290727	14.25283887	240.3330366	170.2552796	142.987757	247.007041	179.1276674	188.499203	114.9909135	128.3044951	155.0325198	137.8551327	311.1384205	94.81529547	119.7896861
AAS94353	302.3390307	375.6878729	644.4592312	215.1527682	359.5344562	266.0846999	353.3240329	356.057229	202.1444322	225.3090165	618.4878851	384.6467397	476.5393982	189.8168322	488.0047697	196.1511296	560.1853391	454.1516694	641.1857242	454.0629482	572.4166118	482.5059279	425.8459795	410.227662	503.4976951	530.8948995	582.5434451	547.0607199	479.5905546	524.2531431	564.9687312	460.383852	823.8304088	326.7850176	439.3798375
AAS94354	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100.2458624
AAS94355	13.67320526	37.36985327	36.17247514	36.15555521	46.45996924	17.86280044	9.365091857	32.43701319	40.56642311	27.85635773	48.5578139	77.99657358	29.39274472	31.91059395	0	50.13430998	12.64224258	32.35420068	42.0756445	32.38862776	35.00335611	37.20614979	42.78829756	22.74449647	30.44249664	54.27383909	36.20441204	39.75841524	21.72097326	34.9257187	36.98883775	32.0848931	52.31639957	37.82745732	23.4855829
AAS94356	19.21374585	17.81902935	15.82861314	16.90161423	7.129015365	16.77284651	12.87840847	15.03173896	21.60775038	21.00157696	6.495031775	3.958154745	39.85898691	14.63409559	34.74249163	21.9585882	15.92389129	7.395846036	8.751902503	14.76001766	15.4707623	15.12190667	20.72194282	14.38761787	18.67875192	19.98717085	15.01222257	11.52677578	6.455498602	12.85885287	14.27069316	18.20237516	18.16774551	17.75317903	12.71812807
AAS94357	0	133.5499349	0	123.8445263	0	0	0	0	121.178064	88.68224119	38.02697755	0	0	175.5277105	0	0	0	0	46.18345098	34.85874008	143.7354715	53.49405336	0	49.51390687	82.79342502	107.812075	28.83794088	9.222956351	121.4485331	95.17077096	58.1516655	17.4042514	114.8301879	14.07835513	48.52445978
AAS94358	16.08985431	15.4112474	19.81630552	0	8.96750205	0	0	0	0	31.17541098	0	29.6516042	16.43200787	25.16046251	0	0	6.358558007	0	4.77672706	9.999454386	12.89101862	5.52272858	12.00290249	16.7596533	9.991809983	5.354069835	6.377470323	5.593752536	9.436399268	21.07726261	16.00206633	2.001201474	4.396267995	6.365166438	1.713728031
AAS94359	35.1849593	26.1446941	17.78729606	11.67422836	8.291256991	8.97298841	18.78453933	21.30239805	5.817082341	36.19192245	39.80727049	35.32697465	0	10.59796638	0	0	43.23799666	16.53299	21.91838224	9.783684102	26.04990238	25.18769433	22.85141674	28.39975804	19.34782752	35.13858447	16.21460233	34.18387587	42.69420896	17.67690887	19.49054822	28.7849675	10.51444688	17.47924762	10.15622491
AAS94360	27.63342518	12.54607309	8.43216309	34.43722918	26.46720269	25.41345465	4.551652256	5.265333821	23.13761492	36.21197537	10.41338367	21.00856323	26.59661811	33.50598725	0	0	22.72947281	23.42651487	24.0878811	22.38645673	21.1948978	29.67122656	25.29858049	25.69747724	20.34139359	28.46018564	35.33113693	22.29380522	17.60299702	25.80509844	25.37302573	23.34126284	38.29874867	29.72033026	26.18953617
AAS94361	0	38.93283464	0	36.69242011	11.21180543	20.37694092	10.45951276	12.22511927	11.22377584	13.59328684	21.41414212	19.30916291	0	16.15334225	19.31985609	0	9.464980662	30.39532878	14.18733912	13.16829137	8.433575932	9.724858598	15.15330381	12.11956912	12.46334327	14.1270839	9.27968055	8.318686338	6.934345395	11.66010385	16.21386929	12.49037326	16.78407019	15.10241427	12.83489142
AAS94362	12.73720577	11.97719509	15.64327529	0	13.03096872	23.52777002	25.32899958	28.59295861	20.50912686	48.58356448	5.622530112	22.66653006	12.85806062	14.73017275	42.99192052	133.6500714	4.551328744	14.62880999	13.64835605	18.20919704	21.8382039	11.49676401	16.57630418	15.54639875	19.86546397	32.04603642	14.51284133	11.5702127	3.522955604	15.7716085	20.76281275	25.74756504	19.0912858	25.30951625	22.16564882
AAS94363	25.37576263	15.97144717	20.6844237	29.04695205	30.5811292	16.30907046	38.56154432	32.67940649	62.01168217	67.86966565	52.00345642	51.95138007	26.08364629	39.11957042	15.09012934	28.63551056	44.93337669	38.99152222	51.43695236	45.26951845	53.39741389	52.34932926	67.35470613	42.66304651	56.30702898	62.14840552	75.77604158	68.20856966	57.63095408	58.41617627	65.66487438	62.29437839	66.26837241	62.23989918	53.23092109
AAS94364	4.516767589	8.66693907	11.09256655	0	0	0	0	0	11.35465369	5.931017858	4.953153441	5.626192497	0	3.639142721	0	0	0	0	0	0	0	0	1.344683778	3.722546062	1.554509341	1.496696401	5.363906256	5.245295423	2.539916509	0.976601825	4.47330647	1.103697494	0	1.78350899	2.896637337
AAS94365	0	0	0	0	0	0	0	0	0	18.20813987	0	0	0	0	0	0	0	0	0	0	0	35.3670057	0	3.060580344	2.577368076	4.612122659	5.667753116	0	4.061938544	3.088984698	1.406131688	0	0	2.740278818	0
AAS94366	0	7.679982584	9.926430849	21.15212442	4.244073816	0	0	0	6.815545974	5.234958015	0	0	0	6.404659176	14.42330222	0	2.977543838	0	1.568687864	5.902848635	4.248662218	2.535704519	1.151089754	3.339770379	12.56556014	2.603398596	1.579270904	0.838354862	4.340783516	2.587649856	6.624968382	2.867036171	6.426523464	1.590353146	0.845929289
AAS94367	0	0	0	33.84279177	39.32020775	25.67234741	0	0	16.15918448	108.0281791	18.12453125	25.74592186	43.42705432	15.86552333	72.10974775	150.9832726	0	105.1183467	42.45235963	29.56116668	58.58710755	0	29.22347504	47.97467017	15.42271107	26.41172487	15.66527387	38.912496	24.86093525	17.09624157	33.3534953	27.97037606	19.78922613	64.38243724	45.36985947
AAS94368	193.4035118	202.2478673	301.4031351	224.5771408	233.5179917	185.8669165	189.9324694	201.6233644	218.6597964	320.6192855	396.0449146	116.7517357	175.879648	135.2409248	189.3315851	337.2532108	291.0604129	129.6599013	444.2387284	430.0114201	431.4488423	281.8980398	352.0804497	371.4404327	376.7841398	540.6070899	438.9515525	380.9521706	454.9942063	356.7530814	405.6226038	331.3165476	427.1949613	196.9651992	301.7078339
AAS94369	0	0	0	0	0	0	0	11.38427011	0	0	0	0	0	0	0	0	0	19.14433366	1.458688681	0	0	0	0	3.122506511	4.175145425	2.510325307	14.75831258	6.066360639	4.831859314	3.208256043	3.661858977	3.586810547	0	7.508668758	0
AAS94370	22.97500187	44.6086305	32.23661777	40.45699503	14.80315763	16.47945777	0	0	0	0	12.43123633	0	0	0	0	0	11.03083507	0	48.68695638	41.84725471	25.23589248	26.7331733	13.68680043	4.911204092	21.56006943	18.4210196	10.36264652	36.20716818	0	27.35623022	27.18542195	78.72240878	80.59537002	16.99222968	10.48252281
AAS94371	35.74689866	20.94687821	27.53450815	32.18066295	16.74653179	26.6760215	25.41409037	49.24291343	56.7529286	56.66123687	21.0353362	28.05789115	19.06671685	29.20041352	48.98127624	39.28555818	11.50747389	34.38068057	20.34860239	20.8901915	25.34236647	21.87529909	26.14421596	16.83299571	26.023803	17.539627	15.57292375	18.49988026	10.28282986	19.35577974	22.62987254	30.12075699	32.2932859	30.69363834	11.17736784
AAS94372	21.93796737	13.18266322	18.50278634	36.81616564	37.33901201	55.15913347	19.63132272	0	53.14199503	36.47564371	22.96332455	27.20637179	29.80261785	32.78477081	80.80636117	159.947248	41.79276287	52.14793066	27.79264095	33.87953116	29.14498789	0	34.21604335	30.41693441	28.17739537	17.82478873	31.58361985	26.60576399	31.23050734	28.49211037	34.11551155	26.47986466	19.14363312	30.40560146	32.01764815
AAS94373	17.69884133	24.56418621	11.10639115	14.62893502	19.81589874	14.01824835	4.010985609	18.39775225	17.94167813	9.957776806	16.96495609	19.46245893	15.06122443	21.54762157	16.95017659	19.15617653	13.72730852	10.62008468	14.49772162	18.60427099	21.92241043	4.649139425	18.08503468	20.76444872	15.70809604	14.77975431	17.52069651	9.999637368	15.17480898	20.00449208	16.94624181	16.02600177	17.33740955	14.71459899	18.30398336
AAS94374	0	267.2212486	0	0	602.6934103	206.6962265	0	0	0	165.0670481	334.5045234	0	317.8213416	0	0	0	780.862293	0	217.1214962	141.9878777	360.8211163	193.9567013	132.1365767	191.4999379	156.4560983	212.4463908	110.870621	564.9171782	318.4890286	188.2301205	187.1200197	167.3052442	376.8019307	166.5892007	194.6621321
AAS94375	333.5969603	0	0	0	178.2432426	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	61.56630279	0	0	217.1689625	0	0	0	0	0	0	63.19034897	0
AAS94376	33.56595329	0	16.84777729	11.63303266	4.050793495	0	45.04956153	62.41955308	0	0	15.37213157	24.96618326	0	16.03717675	25.02774181	46.52925741	6.025734773	32.82933637	9.270834441	18.2610994	16.15648018	10.28016912	10.08906653	14.17703723	8.386991174	7.20940305	21.7416635	3.546801614	14.56782783	21.41706023	18.39015956	13.75897411	30.00293192	14.61644787	17.31105702
AAS94377	25.22336823	28.54255619	12.44196433	13.01988345	14.78200888	26.38828806	13.40711426	15.41826158	15.26747947	6.589758146	18.03201808	9.355151015	26.0741755	19.86911294	9.641769264	0	18.99698105	5.845816878	19.82042196	16.25714313	16.34918285	16.12035508	24.64358431	21.84048405	12.76898973	10.80808274	13.80293392	13.89358444	15.14917621	15.96971816	18.98896531	18.64230455	16.17133422	16.07538724	20.11093939
AAS94378	39.77785554	56.05691272	24.57015225	33.95528805	74.86052333	104.9525305	85.49001585	14.16313617	72.41885915	79.46653989	45.46203868	102.0174006	41.79962672	49.5304198	0	72.24516089	123.8922605	119.3265263	87.37491732	80.92828043	90.9722824	149.9342688	118.4580788	107.6668506	103.3262029	106.0382705	72.48903012	90.50051132	110.8982659	130.6910437	86.03006691	115.7974804	66.19676668	120.9291152	110.8120545
AAS94379	77.85435094	88.10762113	30.44231971	37.93108725	89.70212805	76.60168966	50.71151228	49.65808154	65.84350552	54.63228016	53.71938052	48.25479272	45.15281497	69.33610602	20.89947505	47.37531807	61.62635343	22.91839665	51.54017847	32.71919435	45.28626692	30.27656301	62.72013833	47.97730856	49.79188864	48.61535492	39.7932513	49.19160309	52.48220311	39.77168083	46.21427684	51.75451201	36.63616893	54.74760596	65.96322616
AAS94380	92.53335883	69.98871438	138.8136564	73.34682448	131.2487307	154.3459012	137.4667123	58.50886559	118.7907965	75.81443669	122.9267838	176.304426	134.9532654	117.3311297	119.9944999	32.14344134	129.2254415	114.102545	160.543205	159.7859729	171.2538028	96.92969381	139.0719288	151.0608185	145.6071118	154.3794608	159.1775409	123.3429563	164.6945825	161.3837667	136.1066471	122.6322275	136.1244921	145.802637	190.9117083
AAS94381	215.2548851	100.0591047	120.0939005	95.697445	272.6050791	105.4789471	209.0143448	100.6662081	105.0559247	182.6594286	307.8705632	129.5860345	164.9264009	113.3206881	95.45095421	79.40563128	221.4784978	55.86657617	209.2932975	158.1407198	232.0821113	183.4773674	153.7981409	152.0343283	143.8631354	166.6486904	127.155327	250.7696136	208.5582374	176.2627467	128.5366987	129.4443447	162.9191587	145.7711123	182.4274405
AAS94382	54.11763143	34.52033453	56.17354599	34.96957648	59.86235282	45.927834	54.94960577	28.19237745	39.07873699	49.77689322	67.68535514	46.84975106	36.94320877	40.55632985	23.5255167	14.49840114	75.29597621	52.78850058	74.87638616	78.7447789	81.07177308	70.46095936	91.44798271	82.3303772	76.53665628	80.42978052	55.01551082	85.26319372	76.154284	72.10725626	61.86883049	56.69900114	76.87038583	57.84330709	63.90497446
AAS94383	59.23881096	60.26421829	75.26188916	54.59219058	101.1173847	87.30707827	88.68170072	36.36340647	59.45290955	50.60676506	111.7551156	59.61551125	74.15100403	65.78969381	94.91463798	33.55415607	147.0807436	81.12101558	81.54001381	82.3857461	91.72028491	103.7344465	65.06037572	82.94812281	69.72376694	80.11880295	81.32642737	80.29103008	76.67601631	64.11381031	91.85627024	61.14368698	87.30574461	60.24332506	93.84238651
AAS94384	67.23945795	19.89899883	67.38544401	41.45606001	58.28732376	38.01887213	42.62462776	84.34803775	30.43279693	31.70831967	86.00288196	60.20260026	31.90680765	35.48066883	73.32188158	72.85197248	64.15957721	24.44094497	63.10164936	57.09512237	82.20105878	115.4317597	73.64774992	64.9087244	54.19849016	83.25375888	90.97310043	90.67932435	79.12683831	60.97743354	76.53480142	62.80501696	81.2960652	66.04515551	69.73856791
AAS94385	55.34202035	36.76235352	25.31315482	73.26679663	82.58519934	42.99711531	39.73633298	15.43555774	58.08059028	39.50306136	82.53368564	24.71467484	33.63674668	38.46369316	12.90675611	45.35457398	62.84402353	24.43987714	42.82023056	50.24911593	47.65098611	100.6023673	47.18006075	44.32192193	44.50192763	53.9604899	46.46168934	62.7698298	68.72960613	53.70764622	49.39954117	48.38555153	40.50788966	47.79961094	48.78270631
AAS94386	86.75729121	11.01246762	59.9919617	19.95015569	80.76627301	87.44027781	15.88303324	108.2206397	41.86054201	29.81242394	104.9782926	43.40174842	71.31846186	70.18756195	21.46884313	203.4590555	90.59145743	54.11015554	106.6287054	83.96921914	88.00209495	59.27816477	83.57816506	71.28450627	80.36029421	78.33143904	108.5987287	125.6582971	99.74789646	76.67615229	81.88785084	86.99759624	70.16793536	64.11758674	86.49046621
AAS94387	22.59502303	16.33975296	21.94986109	14.61258483	40.93280831	11.54472055	27.10894541	22.57322134	18.43982851	18.89773355	23.84982844	32.63479709	23.31753288	25.18135424	10.89387136	0	20.9725529	41.08862331	6.001190616	6.899321318	8.289878187	28.81129983	12.27230531	12.97644412	13.34333111	10.91331005	5.743119213	19.05282107	12.35429193	10.25405056	10.60962564	11.73245645	8.239056525	10.25132985	14.27990618
AAS94388	29.03383817	16.74422685	35.76865573	7.569866914	24.29566276	30.51028951	5.804717672	13.96520918	25.42195362	22.80359523	50.96317932	41.7743671	33.63561732	3.56432703	35.21780952	0	22.97359702	21.62769234	4.775146863	7.939179817	6.60062749	21.8491714	10.49045255	6.848581446	9.785480914	7.543916404	13.84319557	12.51712759	11.44213459	14.85608846	10.5147312	10.14557732	18.93838365	11.15422569	10.67473891
AAS94389	0	0	0	0	3.931807995	0	5.333232003	0	0	0	3.578858914	4.660475185	8.284156209	3.119687361	0	0	5.599674143	0	2.323435934	2.909826937	3.25490544	7.384119317	3.443255458	0.798852862	2.712255172	1.2535603	0	3.17570768	3.252471277	2.50036424	4.566169692	1.846920457	2.076249779	2.980434048	0
AAS94390	0	0	0	4.919602803	1.577829657	3.698038784	3.782044167	0	2.42652972	7.432872847	2.864285721	0	0	2.22176563	0	0	2.220389372	0	3.364121757	1.380724767	3.111159503	3.845002228	3.401334691	3.503749307	1.491392894	0	2.259236458	1.249189193	1.641119506	1.819747329	2.490982566	2.017381865	0	0.544852009	1.788159115
AAS94391	0	0	6.613395885	0	0	10.33876565	0	0	0	0	2.637923263	9.984888561	5.780136123	4.288922644	0	0	0	0	2.713376345	2.005415814	3.81603347	0	6.480306529	3.327203971	1.418923984	2.737167761	1.098704112	1.204621099	0.799228582	3.451398627	3.946904218	3.812711231	5.680485767	4.608705102	0.56503019
AAS94392	0	0	0	6.589122945	4.071176143	0	0	0	0	0	0	0	0	3.029044336	0	0	0	8.418734387	5.363693186	3.802159472	3.167797148	7.344991441	1.132048899	2.398171679	2.016183756	3.808548194	0	4.818688395	2.180820353	2.440226749	1.850403419	2.734920201	2.019015284	4.395214387	6.386980594
AAS94393	0	0	0	0	0	0	0	0	0	0	4.235337737	0	0	3.447621728	0	0	0	0	0.852105037	1.056183783	2.368681284	0	2.574363635	1.787271012	2.252139872	2.788298757	0	0.934719263	1.198203298	3.625767252	2.463743311	2.007912984	2.251606812	4.160577428	3.590828299
AAS94394	0	0	0	0	0	4.683046279	0	0	3.066490124	0	0	4.298898614	0	5.770564315	0	0	2.645225425	0	2.046553379	2.636510573	2.857624913	0	1.046547949	0	0.612227588	0	0	0.722403601	0.935070253	0.764570431	2.418193933	1.706708206	1.922652116	4.907985716	1.514978136
AAS94395	4.233293788	0	0	14.18451038	2.077845196	0	5.511269729	0	6.759916883	5.435877785	3.805813962	10.13587705	0	6.469741913	0	0	6.037015088	0	0.816537495	5.091348999	4.412578533	0	6.051959694	7.71771224	2.19851666	0	3.27168881	4.523538283	2.391628793	0	5.236516524	2.9476205	6.486729011	8.753715934	2.594962984
AAS94396	0	0	0	0	0	0	0	6.524102752	6.980259348	11.26475127	0	0	0	3.32291393	0	0	0	0	0.83295577	5.019235468	1.164536237	0	1.201170255	0.840513934	2.17576042	1.341601025	0	1.667962317	0	4.269647396	2.734001032	1.890143502	4.210987455	3.143093365	1.680371844
AAS94397	1.923478065	3.547980361	4.667139601	0	2.030061351	2.424959486	2.553133096	2.930745111	1.585797401	2.506323928	3.582874304	0	3.929055806	1.483693948	0	0	2.834725629	4.210671675	3.372467102	1.864710649	4.172374355	0	3.878238187	2.727070969	3.630924107	0.62278715	2.296201109	2.809378421	1.072525883	2.847759391	2.962302562	1.811033254	3.06622455	4.356359913	2.772715117
AAS94398	0	16.9894341	11.10981621	0	9.470418364	5.582251677	6.201100834	0	7.397703012	11.90012961	4.42265411	0	0	0	0	0	3.484055762	10.61288944	4.609950371	3.325107205	1.239637142	8.933456874	6.629216458	2.848614354	2.449392255	0	1.818652722	5.438622366	4.216880585	4.846300914	2.668810763	12.81003524	4.672193857	4.336076445	7.537896669
AAS94399	0	0	0	0	0	0	0	0	0	0	0	0	31.24966809	10.83341505	0	0	10.46321538	0	2.984473295	3.577775627	7.841394558	0	4.164177253	0	0	0	0	9.447182257	4.384853273	0	11.37008776	6.746717603	0	5.434834025	2.99337352
AAS94400	0	0	0	0	7.234553511	0	0	0	0	0	0	0	0	0	0	0	5.155134599	0	3.874790553	0	3.468868754	0	0	0	2.282874144	2.142162109	0	1.495975287	1.868595862	2.806779468	0.644454024	4.718606511	0	3.882442547	0
AAS94401	0	0	0	0	0	0	5.681491415	0	0	5.420114621	4.830433915	0	0	0	0	0	3.742010543	0	0.833869452	1.048184925	1.154788574	0	1.305863015	3.468535398	1.497569821	4.520014697	3.463810529	2.134937547	1.273512763	1.857047387	3.871468079	2.117272156	2.414868005	7.382752232	3.627654004
AAS94402	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.636876531	2.966909569	1.131166861	0	1.207911957	1.655836929	2.100512523	0	3.308555519	0	1.160481794	0.839793898	1.55317455	3.786045638	2.121224478	5.357061306	0
AAS94403	4.219334131	7.789834334	0	7.161213859	2.121603978	5.223530857	0	0	0	0	0	0	0	3.248831301	0	0	2.91257368	0	0.805788432	2.011290924	2.168464632	0	2.373401034	1.698003183	2.866082683	1.325652297	3.218004513	5.058762981	1.12416788	4.385307178	3.976623421	3.868642245	6.397200696	1.58587966	2.589827086
AAS94404	0	0	0	0	5.342152238	6.411408866	7.023152503	0	0	0	4.864342499	0	0	7.859990488	0	0	0	0	2.077158211	1.263429195	4.22267905	6.527378558	5.936845803	6.378828972	2.702583844	3.402664037	14.47396235	7.917602462	2.954334134	4.35776282	6.434964621	9.568844924	7.850638472	8.720862248	4.294728623
AAS94405	0	0	0	0	0	0	0	0	0	5.504331221	0	5.071822479	0	3.246435747	0	0	0	0	1.679632754	2.063843764	1.161179941	0	1.23848055	0.862372651	0.738225691	1.433339303	1.715705536	0	1.224650884	2.67118463	2.050751752	4.965783409	4.467710075	3.157190117	0.874461209
